iter	Passed	Remaining
233	13648	569621
234	13696	569125
235	13748	568810
236	13796	568337
237	13847	567982
238	13904	567864
239	13952	567418
240	14005	567154
241	14062	567041
242	14112	566656
243	14174	566735
244	14228	566527
245	14279	566183
246	14331	565902
247	14386	565716
248	14445	565698
249	14497	565391
250	14551	565185
251	14611	565201
252	14683	565687
253	14751	566032
254	14813	566096
255	14871	566065
256	14918	565558
257	14965	565094
258	15026	565135
259	15084	565090
260	15133	564712
261	15181	564252
262	15226	563713
263	15272	563216
264	15322	562880
265	15373	562593
266	15417	562020
267	15466	561633
268	15517	561351
269	15582	561535
270	15644	561651
271	15708	561814
272	15768	561829
273	15817	561460
274	15872	561319
275	15934	561391
276	15980	560934
277	16028	560535
278	16087	560521
279	16144	560431
280	16199	560287
281	16255	560181
282	16308	559961
283	16364	559840
284	16420	559729
285	16472	559484
286	16524	559243
287	16576	558998
288	16626	558686
289	16679	558459
290	16735	558372
291	16788	558150
292	16840	557906
293	16890	557604
294	16946	557512
295	17014	557807
296	17069	557648
297	17154	558486
298	17229	559012
299	17292	559118
300	17343	558846
301	17406	558968
302	17462	558854
303	17521	558847
304	17577	558721
305	17641	558883
306	17711	559207
307	17772	559260
308	17826	559097
309	17877	558815
310	17924	558439
311	17975	558165
312	18038	558264
313	18086	557915
314	18137	557652
315	18182	557197
316	18228	556793
317	18284	556694
318	18355	557042
319	18419	557193
320	18486	557419
321	18545	557401
322	18594	557077
323	18648	556914
324	18713	557076
325	18762	556763
326	18812	556484
327	18868	556377
328	18920	556169
329	18974	556004
330	19024	555720
331	19081	555664
332	19130	555366
333	19181	555106
334	19232	554882
335	19287	554736
336	19337	554480
337	19392	554362
338	19442	554079
339	19509	554289
340	19601	555213
341	19670	555479
342	19724	555335
343	19776	555130
344	19826	554847
345	19878	554631
346	19933	554505
347	20009	554972
348	20066	554892
349	20127	554936
350	20183	554834
351	20240	554766
352	20301	554808
353	20369	555053
354	20426	554966
355	20486	554973
356	20542	554880
357	20596	554724
358	20663	554928
359	20728	555066
360	20792	555190
361	20847	555062
362	20894	554718
363	20938	554295
364	20998	554312
365	21062	554408
366	21111	554146
367	21157	553770
368	21205	553457
369	21251	553101
370	21308	553042
371	21370	553101
372	21432	553164
373	21500	553369
374	21560	553383
375	21606	553029
376	21655	552767
377	21718	552839
378	21770	552640
379	21819	552382
380	21867	552086
381	21920	551909
382	21972	551724
383	22034	551791
384	22086	551590
385	22137	551362
386	22186	551114
387	22237	550890
388	22293	550806
389	22348	550685
390	22397	550437
391	22449	550252
392	22498	549991
393	22553	549868
394	22604	549660
395	22655	549451
396	22705	549227
397	22763	549182
398	22813	548943
399	22867	548828
400	22921	548675
401	22980	548685
402	23038	548646
403	23092	548515
404	23150	548464
405	23205	548354
406	23261	548284
407	23314	548127
408	23368	547981
409	23423	547873
410	23479	547797
411	23531	547612
412	23594	547692
413	23659	547836
414	23725	547975
415	23788	548041
416	23839	547855
417	23887	547575
418	23947	547589
419	24012	547723
420	24058	547396
421	24116	547370
422	24186	547594
423	24252	547746
424	24329	548134
425	24384	548015
426	24428	547669
427	24487	547653
428	24546	547630
429	24594	547362
430	24642	547117
431	24697	547014
432	24752	546896
433	24805	546744
434	24854	546523
435	24908	546397
436	24958	546173
437	25010	546003
438	25064	545875
439	25121	545821
440	25174	545670
441	25223	545438
442	25277	545322
443	25367	545978
444	25423	545884
445	25476	545743
446	25532	545660
447	25582	545462
448	25630	545202
449	25681	545014
450	25734	544880
451	25790	544791
452	25841	544610
453	25891	544409
454	25949	544372
455	26018	544554
456	26106	545161
457	26161	545043
458	26212	544868
459	26268	544784
460	26324	544702
461	26377	544556
462	26429	544406
463	26484	544306
464	26551	544443
465	26614	544517
466	26680	544632
467	26771	545264
468	26826	545168
469	26873	544910
470	26921	544666
471	26990	544843
472	27044	544724
473	27089	544418
474	27135	544148
475	27181	543868
476	27227	543588
477	27301	543856
478	27372	544080
479	27424	543926
480	27489	544012
481	27554	544111
482	27614	544122
483	27679	544210
484	27727	543975
485	27774	543713
486	27836	543759
487	27893	543685
488	27938	543392
489	27990	543239
490	28043	543103
491	28096	542973
492	28148	542812
493	28201	542676
494	28256	542581
495	28314	542542
496	28365	542366
497	28421	542297
498	28471	542093
499	28522	541936
500	28577	541824
501	28634	541779
502	28688	541654
503	28738	541473
504	28786	541246
505	28846	541246
506	28909	541303
507	28965	541228
508	29017	541080
509	29073	540986
510	29128	540907
511	29185	540849
512	29245	540835
513	29307	540886
514	29362	540780
515	29416	540670
516	29470	540551
517	29539	540717
518	29606	540852
519	29674	540994
520	29732	540944
521	29782	540768
522	29831	540552
523	29883	540410
524	29948	540496
525	29995	540263
526	30044	540063
527	30090	539801
528	30136	539545
529	30179	539246
530	30231	539099
531	30289	539070
532	30352	539113
533	30414	539143
534	30481	539266
535	30541	539262
536	30586	539000
537	30634	538772
538	30702	538917
539	30760	538871
540	30806	538636
541	30857	538475
542	30912	538384
543	30974	538411
544	31027	538284
545	31081	538183
546	31131	538001
547	31186	537904
548	31242	537830
549	31298	537763
550	31354	537689
551	31417	537745
552	31478	537751
553	31532	537648
554	31587	537558
555	31641	537446
556	31692	537292
557	31742	537117
558	31793	536969
559	31847	536851
560	31906	536843
561	31962	536758
562	32015	536644
563	32073	536599
564	32126	536487
565	32185	536464
566	32242	536408
567	32307	536488
568	32365	536444
569	32418	536331
570	32473	536244
571	32541	536369
572	32606	536439
573	32668	536466
574	32728	536460
575	32776	536266
576	32822	536023
577	32871	535832
578	32936	535920
579	32988	535778
580	33037	535589
581	33081	535322
582	33126	535087
583	33173	534871
584	33221	534659
585	33268	534452
586	33315	534247
587	33365	534076
588	33428	534113
589	33490	534143
590	33553	534184
591	33613	534189
592	33662	534005
593	33718	533931
594	33784	534029
595	33834	533861
596	33883	533674
597	33940	533631
598	33993	533513
599	34049	533434
600	34100	533293
601	34156	533225
602	34205	533045
603	34257	532918
604	34310	532805
605	34363	532695
606	34413	532536
607	34465	532406
608	34514	532232
609	34571	532169
610	34620	532006
611	34672	531871
612	34743	532040
613	34822	532320
614	34895	532504
615	34950	532427
616	35010	532418
617	35068	532376
618	35126	532344
619	35181	532259
620	35230	532094
621	35285	531998
622	35338	531899
623	35394	531823
624	35453	531801
625	35508	531720
626	35572	531773
627	35632	531767
628	35704	531933
629	35755	531787
630	35800	531565
631	35847	531358
632	35908	531373
633	35969	531374
634	36018	531203
635	36065	531000
636	36112	530799
637	36159	530607
638	36211	530477
639	36256	530247
640	36302	530042
641	36345	529777
642	36407	529809
643	36473	529881
644	36535	529912
645	36600	529966
646	36654	529873
647	36703	529714
648	36752	529542
649	36814	529564
650	36865	529425
651	36910	529197
652	36966	529130
653	37022	529068
654	37074	528942
655	37127	528833
656	37175	528665
657	37231	528592
658	37284	528484
659	37334	528338
660	37382	528166
661	37434	528042
662	37488	527947
663	37540	527824
664	37589	527666
665	37639	527516
666	37691	527403
667	37744	527289
668	37797	527186
669	37862	527250
670	37932	527382
671	37987	527304
672	38040	527195
673	38099	527170
674	38152	527072
675	38204	526948
676	38262	526908
677	38315	526815
678	38375	526803
679	38428	526696
680	38485	526641
681	38551	526713
682	38611	526704
683	38669	526675
684	38719	526524
685	38764	526310
686	38815	526179
687	38873	526151
688	38930	526092
689	38978	525930
690	39028	525778
691	39073	525575
692	39123	525427
693	39168	525223
694	39221	525115
695	39267	524924
696	39314	524739
697	39359	524533
698	39418	524515
699	39485	524590
700	39551	524658
701	39616	524719
702	39661	524513
703	39709	524351
704	39775	524417
705	39829	524326
706	39873	524103
707	39922	523957
708	39979	523900
709	40036	523858
710	40093	523805
711	40145	523695
712	40199	523613
713	40254	523528
714	40302	523372
715	40355	523270
716	40408	523163
717	40458	523034
718	40514	522971
719	40567	522870
720	40623	522810
721	40673	522668
722	40723	522533
723	40776	522431
724	40834	522395
725	40891	522354
726	40944	522257
727	41000	522195
728	41064	522239
729	41119	522166
730	41173	522071
731	41229	522010
732	41283	521923
733	41338	521861
734	41392	521776
735	41448	521706
736	41526	521925
737	41591	521984
738	41649	521946
739	41700	521814
740	41745	521617
741	41801	521566
742	41867	521619
743	41921	521538
744	41967	521351
745	42015	521196
746	42063	521037
747	42109	520857
748	42154	520652
749	42238	520940
750	42316	521157
751	42376	521142
752	42439	521164
753	42510	521287
754	42563	521185
755	42610	521026
756	42656	520839
757	42721	520888
758	42776	520814
759	42822	520626
760	42869	520462
761	42925	520396
762	42982	520357
763	43036	520268
764	43086	520140
765	43136	520006
766	43190	519914
767	43254	519950
768	43305	519831
769	43355	519698
770	43404	519558
771	43456	519447
772	43514	519421
773	43564	519282
774	43612	519126
775	43658	518949
776	43707	518804
777	43766	518788
778	43818	518672
779	43875	518630
780	43927	518526
781	43978	518406
782	44039	518401
783	44093	518325
784	44149	518265
785	44203	518177
786	44262	518156
787	44317	518083
788	44369	517978
789	44421	517880
790	44489	517959
791	44557	518036
792	44624	518100
793	44682	518065
794	44731	517929
795	44777	517753
796	44827	517629
797	44897	517730
798	44943	517557
799	44992	517419
800	45051	517390
801	45115	517426
802	45183	517499
803	45245	517511
804	45292	517349
805	45339	517185
806	45406	517246
807	45458	517147
808	45502	516953
809	45552	516822
810	45609	516773
811	45662	516678
812	45715	516588
813	45773	516555
814	45830	516507
815	45884	516431
816	45937	516331
817	45989	516230
818	46040	516112
819	46090	515988
820	46143	515901
821	46199	515843
822	46258	515811
823	46312	515737
824	46365	515641
825	46419	515561
826	46473	515475
827	46524	515366
828	46580	515305
829	46628	515160
830	46686	515125
831	46734	514975
832	46780	514807
833	46837	514765
834	46896	514741
835	46966	514831
836	47015	514702
837	47063	514558
838	47118	514480
839	47175	514432
840	47234	514410
841	47290	514358
842	47345	514290
843	47403	514246
844	47459	514186
845	47523	514218
846	47591	514295
847	47652	514283
848	47700	514147
849	47746	513980
850	47792	513808
851	47854	513819
852	47911	513771
853	47959	513630
854	48003	513438
855	48049	513279
856	48100	513161
857	48147	513009
858	48194	512855
859	48240	512693
860	48286	512529
861	48335	512402
862	48392	512358
863	48451	512331
864	48517	512376
865	48590	512498
866	48642	512406
867	48691	512270
868	48746	512202
869	48813	512261
870	48863	512137
871	48908	511970
872	48962	511894
873	49014	511794
874	49073	511771
875	49123	511643
876	49176	511562
877	49229	511467
878	49281	511374
879	49337	511321
880	49429	511630
881	49506	511792
882	49559	511706
883	49610	511595
884	49661	511489
885	49712	511376
886	49766	511300
887	49824	511262
888	49876	511160
889	49932	511111
890	49992	511089
891	50048	511035
892	50106	510997
893	50157	510884
894	50219	510894
895	50275	510838
896	50331	510779
897	50386	510710
898	50449	510726
899	50519	510812
900	50582	510819
901	50637	510753
902	50686	510623
903	50735	510500
904	50792	510450
905	50853	510439
906	50900	510296
907	50946	510138
908	50991	509969
909	51044	509881
910	51089	509720
911	51148	509688
912	51214	509737
913	51281	509786
914	51351	509866
915	51406	509802
916	51455	509673
917	51511	509616
918	51572	509609
919	51620	509470
920	51670	509351
921	51726	509297
922	51780	509220
923	51831	509117
924	51890	509091
925	51941	508985
926	51992	508877
927	52045	508792
928	52099	508711
929	52151	508621
930	52205	508538
931	52255	508426
932	52311	508368
933	52364	508286
934	52415	508173
935	52466	508072
936	52514	507938
937	52576	507937
938	52629	507852
939	52683	507775
940	52737	507705
941	52798	507694
942	52854	507634
943	52905	507533
944	52962	507484
945	53027	507515
946	53083	507461
947	53136	507375
948	53194	507339
949	53250	507285
950	53306	507227
951	53357	507121
952	53422	507149
953	53487	507176
954	53552	507202
955	53607	507139
956	53657	507026
957	53706	506906
958	53754	506773
959	53816	506774
960	53866	506655
961	53914	506530
962	53959	506368
963	54009	506257
964	54056	506116
965	54110	506043
966	54159	505922
967	54205	505768
968	54266	505754
969	54334	505819
970	54417	506006
971	54478	506002
972	54526	505873
973	54575	505751
974	54623	505616
975	54670	505474
976	54715	505324
977	54771	505261
978	54839	505321
979	54885	505172
980	54931	505020
981	54984	504935
982	55037	504858
983	55095	504819
984	55148	504731
985	55199	504632
986	55255	504576
987	55307	504488
988	55364	504442
989	55418	504365
990	55470	504270
991	55521	504175
992	55577	504113
993	55627	504001
994	55678	503903
995	55727	503788
996	55789	503784
997	55843	503714
998	55897	503634
999	55955	503595
1000	56012	503554
1001	56073	503537
1002	56123	503433
1003	56176	503348
1004	56229	503264
1005	56287	503226
1006	56339	503136
1007	56399	503118
1008	56460	503111
1009	56553	503384
1010	56639	503596
1011	56699	503572
1012	56748	503455
1013	56804	503395
1014	56864	503373
1015	56913	503257
1016	56965	503171
1017	57024	503138
1018	57089	503160
1019	57163	503265
1020	57227	503274
1021	57271	503112
1022	57319	502987
1023	57383	503002
1024	57439	502949
1025	57493	502873
1026	57551	502834
1027	57612	502820
1028	57670	502783
1029	57723	502697
1030	57775	502607
1031	57829	502533
1032	57884	502473
1033	57938	502393
1034	57987	502276
1035	58038	502180
1036	58096	502138
1037	58157	502127
1038	58209	502039
1039	58262	501953
1040	58315	501870
1041	58369	501794
1042	58418	501681
1043	58470	501589
1044	58521	501490
1045	58576	501427
1046	58628	501335
1047	58684	501278
1048	58744	501259
1049	58806	501254
1050	58860	501179
1051	58914	501106
1052	58967	501031
1053	59021	500958
1054	59080	500926
1055	59134	500852
1056	59190	500793
1057	59243	500717
1058	59302	500680
1059	59360	500640
1060	59423	500649
1061	59503	500794
1062	59564	500782
1063	59616	500686
1064	59661	500541
1065	59710	500421
1066	59782	500503
1067	59831	500389
1068	59878	500256
1069	59923	500110
1070	59970	499979
1071	60018	499852
1072	60064	499716
1073	60111	499582
1074	60156	499437
1075	60204	499313
1076	60252	499196
1077	60323	499265
1078	60392	499315
1079	60458	499338
1080	60523	499358
1081	60568	499217
1082	60617	499101
1083	60662	498957
1084	60722	498927
1085	60790	498973
1086	60839	498862
1087	60889	498756
1088	60944	498694
1089	61002	498652
1090	61070	498698
1091	61124	498624
1092	61177	498543
1093	61228	498445
1094	61281	498367
1095	61333	498280
1096	61385	498187
1097	61438	498113
1098	61493	498043
1099	61542	497933
1100	61595	497853
1101	61645	497748
1102	61700	497687
1103	61759	497657
1104	61811	497569
1105	61863	497477
1106	61913	497379
1107	61971	497336
1108	62030	497302
1109	62086	497252
1110	62150	497261
1111	62207	497211
1112	62263	497154
1113	62321	497114
1114	62385	497127
1115	62450	497138
1116	62515	497157
1117	62590	497256
1118	62645	497188
1119	62697	497105
1120	62758	497084
1121	62826	497127
1122	62878	497037
1123	62926	496916
1124	62973	496792
1125	63020	496666
1126	63072	496574
1127	63121	496464
1128	63166	496327
1129	63212	496190
1130	63259	496061
1131	63331	496132
1132	63407	496238
1133	63474	496265
1134	63537	496267
1135	63590	496181
1136	63634	496036
1137	63697	496035
1138	63803	496364
1139	63862	496334
1140	63909	496212
1141	63960	496117
1142	64015	496049
1143	64071	495995
1144	64128	495945
1145	64178	495842
1146	64228	495743
1147	64281	495663
1148	64334	495584
1149	64387	495505
1150	64437	495403
1151	64491	495331
1152	64544	495249
1153	64593	495142
1154	64644	495048
1155	64695	494955
1156	64758	494949
1157	64811	494873
1158	64872	494857
1159	64938	494878
1160	65004	494897
1161	65064	494870
1162	65119	494809
1163	65171	494719
1164	65228	494675
1165	65286	494631
1166	65343	494581
1167	65410	494613
1168	65482	494672
1169	65540	494633
1170	65591	494540
1171	65639	494421
1172	65683	494281
1173	65751	494309
1174	65808	494265
1175	65856	494151
1176	65918	494133
1177	65994	494230
1178	66062	494267
1179	66126	494269
1180	66172	494140
1181	66221	494029
1182	66297	494117
1183	66353	494067
1184	66401	493952
1185	66454	493869
1186	66509	493808
1187	66562	493726
1188	66612	493627
1189	66662	493529
1190	66711	493419
1191	66759	493303
1192	66814	493241
1193	66864	493140
1194	66934	493184
1195	66985	493097
1196	67036	492998
1197	67092	492946
1198	67144	492857
1199	67201	492808
1200	67251	492707
1201	67302	492619
1202	67355	492540
1203	67411	492484
1204	67465	492413
1205	67517	492326
1206	67569	492241
1207	67624	492179
1208	67680	492126
1209	67739	492091
1210	67793	492020
1211	67847	491950
1212	67906	491914
1213	67958	491834
1214	68010	491746
1215	68065	491683
1216	68125	491654
1217	68178	491582
1218	68235	491527
1219	68287	491449
1220	68356	491482
1221	68417	491461
1222	68482	491475
1223	68537	491408
1224	68582	491271
1225	68629	491156
1226	68674	491019
1227	68734	490989
1228	68795	490971
1229	68853	490932
1230	68918	490939
1231	68985	490962
1232	69056	491013
1233	69105	490907
1234	69154	490799
1235	69215	490781
1236	69272	490728
1237	69321	490627
1238	69368	490508
1239	69422	490435
1240	69480	490397
1241	69534	490321
1242	69586	490240
1243	69637	490146
1244	69687	490054
1245	69747	490020
1246	69799	489938
1247	69854	489874
1248	69906	489791
1249	69956	489694
1250	70014	489653
1251	70066	489570
1252	70119	489495
1253	70173	489423
1254	70225	489339
1255	70284	489308
1256	70339	489240
1257	70392	489164
1258	70444	489082
1259	70501	489035
1260	70553	488948
1261	70604	488858
1262	70653	488757
1263	70714	488736
1264	70767	488656
1265	70819	488576
1266	70910	488759
1267	70995	488905
1268	71056	488885
1269	71118	488872
1270	71180	488853
1271	71233	488779
1272	71288	488718
1273	71353	488723
1274	71423	488762
1275	71488	488764
1276	71543	488701
1277	71593	488606
1278	71642	488505
1279	71692	488405
1280	71755	488398
1281	71815	488366
1282	71878	488357
1283	71941	488350
1284	72004	488343
1285	72077	488399
1286	72123	488274
1287	72172	488170
1288	72233	488151
1289	72286	488075
1290	72335	487972
1291	72383	487860
1292	72438	487798
1293	72493	487734
1294	72555	487721
1295	72615	487692
1296	72672	487641
1297	72735	487630
1298	72792	487581
1299	72851	487544
1300	72908	487496
1301	72970	487479
1302	73029	487441
1303	73086	487393
1304	73137	487305
1305	73188	487214
1306	73244	487155
1307	73294	487062
1308	73345	486969
1309	73399	486899
1310	73453	486830
1311	73512	486794
1312	73565	486717
1313	73615	486621
1314	73673	486581
1315	73732	486544
1316	73783	486454
1317	73838	486391
1318	73892	486326
1319	73952	486291
1320	74005	486216
1321	74060	486153
1322	74116	486101
1323	74173	486050
1324	74229	485994
1325	74289	485964
1326	74363	486025
1327	74433	486057
1328	74489	486003
1329	74543	485934
1330	74588	485808
1331	74639	485717
1332	74685	485592
1333	74747	485578
1334	74821	485638
1335	74882	485617
1336	74950	485639
1337	75013	485624
1338	75082	485651
1339	75128	485531
1340	75175	485420
1341	75244	485441
1342	75292	485333
1343	75343	485247
1344	75395	485165
1345	75449	485097
1346	75505	485040
1347	75560	484980
1348	75643	485091
1349	75717	485154
1350	75801	485278
1351	75887	485412
1352	75942	485344
1353	75995	485272
1354	76050	485209
1355	76100	485113
1356	76153	485033
1357	76207	484965
1358	76256	484868
1359	76306	484772
1360	76359	484694
1361	76413	484627
1362	76465	484542
1363	76515	484449
1364	76566	484361
1365	76623	484312
1366	76686	484295
1367	76736	484205
1368	76793	484151
1369	76845	484072
1370	76905	484037
1371	76957	483957
1372	77009	483872
1373	77070	483849
1374	77130	483821
1375	77187	483767
1376	77248	483740
1377	77317	483764
1378	77383	483771
1379	77438	483709
1380	77491	483631
1381	77536	483508
1382	77599	483493
1383	77707	483765
1384	77779	483805
1385	77835	483747
1386	77899	483739
1387	77961	483718
1388	78033	483765
1389	78082	483661
1390	78129	483548
1391	78200	483585
1392	78256	483526
1393	78304	483421
1394	78355	483333
1395	78411	483273
1396	78471	483242
1397	78526	483176
1398	78576	483086
1399	78631	483021
1400	78682	482935
1401	78740	482890
1402	78791	482803
1403	78841	482710
1404	78894	482630
1405	78946	482552
1406	79002	482494
1407	79058	482435
1408	79107	482336
1409	79160	482262
1410	79214	482190
1411	79264	482099
1412	79316	482016
1413	79366	481925
1414	79421	481859
1415	79473	481779
1416	79522	481681
1417	79572	481589
1418	79635	481570
1419	79700	481570
1420	79755	481507
1421	79812	481454
1422	79875	481439
1423	79931	481385
1424	79983	481305
1425	80042	481265
1426	80097	481204
1427	80155	481159
1428	80205	481061
1429	80257	480985
1430	80328	481013
1431	80394	481020
1432	80452	480973
1433	80502	480883
1434	80548	480764
1435	80601	480692
1436	80664	480673
1437	80719	480611
1438	80767	480507
1439	80816	480406
1440	80863	480298
1441	80910	480186
1442	80954	480061
1443	81007	479984
1444	81052	479865
1445	81097	479742
1446	81149	479660
1447	81211	479640
1448	81282	479674
1449	81347	479667
1450	81407	479633
1451	81456	479540
1452	81504	479433
1453	81570	479439
1454	81622	479355
1455	81667	479238
1456	81721	479167
1457	81773	479088
1458	81828	479024
1459	81880	478944
1460	81935	478879
1461	81990	478821
1462	82044	478752
1463	82099	478691
1464	82156	478637
1465	82221	478632
1466	82272	478550
1467	82323	478464
1468	82375	478384
1469	82435	478348
1470	82489	478279
1471	82544	478220
1472	82598	478149
1473	82661	478132
1474	82712	478047
1475	82767	477988
1476	82825	477944
1477	82883	477896
1478	82934	477811
1479	82991	477760
1480	83046	477700
1481	83105	477662
1482	83160	477598
1483	83216	477541
1484	83287	477568
1485	83350	477557
1486	83408	477507
1487	83455	477399
1488	83504	477305
1489	83552	477202
1490	83615	477184
1491	83672	477133
1492	83721	477038
1493	83773	476960
1494	83821	476858
1495	83877	476802
1496	83938	476770
1497	84001	476755
1498	84067	476757
1499	84131	476747
1500	84192	476717
1501	84278	476829
1502	84365	476948
1503	84416	476865
1504	84463	476757
1505	84516	476681
1506	84569	476610
1507	84626	476556
1508	84684	476514
1509	84745	476484
1510	84798	476409
1511	84847	476313
1512	84894	476205
1513	84945	476121
1514	85001	476065
1515	85055	475998
1516	85105	475908
1517	85160	475845
1518	85215	475781
1519	85267	475704
1520	85321	475633
1521	85375	475566
1522	85427	475490
1523	85479	475409
1524	85532	475334
1525	85591	475297
1526	85648	475245
1527	85706	475197
1528	85768	475178
1529	85825	475125
1530	85881	475067
1531	85932	474982
1532	85987	474924
1533	86047	474889
1534	86098	474806
1535	86153	474744
1536	86214	474714
1537	86280	474709
1538	86346	474711
1539	86398	474631
1540	86451	474557
1541	86505	474488
1542	86572	474492
1543	86631	474451
1544	86684	474381
1545	86736	474302
1546	86797	474270
1547	86868	474299
1548	86937	474314
1549	87006	474323
1550	87054	474227
1551	87102	474123
1552	87171	474139
1553	87226	474077
1554	87277	473990
1555	87322	473878
1556	87369	473767
1557	87426	473718
1558	87482	473661
1559	87544	473635
1560	87599	473577
1561	87655	473517
1562	87710	473459
1563	87761	473374
1564	87812	473288
1565	87869	473238
1566	87926	473189
1567	87985	473148
1568	88037	473067
1569	88095	473021
1570	88150	472961
1571	88201	472876
1572	88252	472794
1573	88303	472711
1574	88357	472644
1575	88412	472579
1576	88464	472504
1577	88521	472451
1578	88581	472415
1579	88639	472369
1580	88694	472309
1581	88748	472238
1582	88804	472186
1583	88861	472134
1584	88923	472108
1585	88986	472087
1586	89048	472065
1587	89102	471995
1588	89154	471918
1589	89215	471888
1590	89286	471908
1591	89355	471921
1592	89412	471869
1593	89461	471777
1594	89508	471673
1595	89559	471591
1596	89621	471567
1597	89675	471497
1598	89723	471398
1599	89786	471379
1600	89851	471370
1601	89914	471349
1602	89986	471379
1603	90033	471272
1604	90079	471165
1605	90139	471127
1606	90197	471082
1607	90250	471008
1608	90298	470912
1609	90354	470851
1610	90410	470794
1611	90464	470728
1612	90516	470650
1613	90566	470566
1614	90620	470498
1615	90709	470613
1616	90794	470702
1617	90866	470728
1618	90921	470669
1619	90978	470616
1620	91027	470525
1621	91081	470456
1622	91144	470434
1623	91198	470369
1624	91248	470282
1625	91302	470212
1626	91356	470148
1627	91408	470069
1628	91456	469972
1629	91510	469902
1630	91570	469869
1631	91624	469801
1632	91703	469859
1633	91788	469952
1634	91843	469888
1635	91895	469812
1636	91955	469774
1637	92016	469744
1638	92076	469710
1639	92130	469638
1640	92188	469595
1641	92256	469596
1642	92323	469597
1643	92380	469543
1644	92429	469453
1645	92476	469351
1646	92529	469276
1647	92591	469249
1648	92645	469180
1649	92692	469078
1650	92754	469053
1651	92825	469070
1652	92887	469044
1653	92960	469073
1654	93005	468962
1655	93053	468864
1656	93116	468842
1657	93170	468773
1658	93220	468689
1659	93271	468604
1660	93329	468558
1661	93386	468504
1662	93437	468423
1663	93493	468367
1664	93544	468285
