iter	Passed	Remaining
2552	144249	420771
2553	144301	420699
2554	144354	420633
2555	144409	420574
2556	144460	420500
2557	144513	420435
2558	144565	420364
2559	144622	420308
2560	144676	420244
2561	144727	420172
2562	144779	420104
2563	144839	420057
2564	144893	419992
2565	144947	419929
2566	144999	419860
2567	145053	419797
2568	145108	419735
2569	145158	419659
2570	145212	419596
2571	145272	419550
2572	145328	419492
2573	145382	419429
2574	145438	419370
2575	145497	419323
2576	145552	419260
2577	145604	419192
2578	145664	419145
2579	145721	419091
2580	145777	419031
2581	145831	418969
2582	145890	418918
2583	145961	418906
2584	146025	418870
2585	146080	418808
2586	146135	418748
2587	146186	418675
2588	146250	418641
2589	146309	418592
2590	146358	418514
2591	146409	418441
2592	146460	418370
2593	146521	418326
2594	146588	418299
2595	146705	418415
2596	146778	418405
2597	146829	418334
2598	146880	418261
2599	146948	418236
2600	147000	418168
2601	147048	418088
2602	147101	418020
2603	147155	417958
2604	147210	417897
2605	147263	417829
2606	147321	417778
2607	147373	417710
2608	147424	417637
2609	147479	417575
2610	147536	417520
2611	147594	417467
2612	147653	417417
2613	147706	417351
2614	147761	417291
2615	147815	417228
2616	147866	417157
2617	147917	417084
2618	147972	417025
2619	148025	416957
2620	148075	416881
2621	148125	416808
2622	148185	416761
2623	148247	416720
2624	148306	416670
2625	148359	416605
2626	148417	416551
2627	148477	416505
2628	148535	416452
2629	148590	416391
2630	148648	416339
2631	148719	416325
2632	148772	416258
2633	148828	416198
2634	148904	416199
2635	148973	416176
2636	149037	416140
2637	149087	416066
2638	149137	415992
2639	149185	415910
2640	149246	415868
2641	149304	415815
2642	149351	415732
2643	149403	415661
2644	149450	415578
2645	149494	415487
2646	149539	415398
2647	149590	415328
2648	149642	415258
2649	149690	415178
2650	149741	415107
2651	149803	415066
2652	149870	415038
2653	149930	414993
2654	149988	414939
2655	150038	414864
2656	150089	414795
2657	150158	414771
2658	150207	414694
2659	150257	414619
2660	150316	414571
2661	150372	414513
2662	150432	414465
2663	150489	414411
2664	150547	414357
2665	150605	414307
2666	150659	414242
2667	150715	414183
2668	150770	414124
2669	150819	414047
2670	150872	413982
2671	150923	413910
2672	150986	413870
2673	151036	413796
2674	151087	413725
2675	151138	413655
2676	151191	413587
2677	151253	413545
2678	151310	413491
2679	151376	413460
2680	151433	413406
2681	151497	413370
2682	151558	413325
2683	151618	413279
2684	151677	413230
2685	151736	413180
2686	151794	413126
2687	151856	413086
2688	151922	413055
2689	151996	413044
2690	152053	412992
2691	152106	412924
2692	152151	412837
2693	152199	412758
2694	152272	412744
2695	152343	412727
2696	152401	412676
2697	152449	412596
2698	152500	412524
2699	152609	412612
2700	152706	412663
2701	152772	412633
2702	152824	412565
2703	152868	412474
2704	152917	412397
2705	152990	412383
2706	153049	412335
2707	153097	412254
2708	153148	412184
2709	153204	412124
2710	153263	412075
2711	153314	412003
2712	153366	411935
2713	153418	411866
2714	153474	411808
2715	153526	411740
2716	153578	411671
2717	153639	411627
2718	153695	411568
2719	153747	411500
2720	153799	411433
2721	153851	411362
2722	153905	411299
2723	153959	411237
2724	154009	411162
2725	154061	411095
2726	154128	411065
2727	154180	410998
2728	154239	410946
2729	154296	410892
2730	154355	410843
2731	154413	410789
2732	154470	410733
2733	154527	410680
2734	154586	410629
2735	154640	410565
2736	154696	410507
2737	154750	410445
2738	154813	410404
2739	154877	410368
2740	154942	410335
2741	155011	410311
2742	155063	410243
2743	155111	410164
2744	155159	410083
2745	155226	410056
2746	155290	410019
2747	155335	409931
2748	155383	409853
2749	155430	409772
2750	155485	409710
2751	155535	409635
2752	155586	409564
2753	155633	409485
2754	155693	409437
2755	155760	409408
2756	155827	409379
2757	155891	409343
2758	155950	409291
2759	156039	409321
2760	156122	409333
2761	156169	409252
2762	156219	409177
2763	156275	409119
2764	156333	409068
2765	156385	409000
2766	156436	408928
2767	156489	408863
2768	156545	408804
2769	156601	408745
2770	156654	408680
2771	156708	408617
2772	156764	408560
2773	156818	408497
2774	156869	408426
2775	156924	408365
2776	156988	408329
2777	157042	408266
2778	157097	408205
2779	157152	408143
2780	157214	408101
2781	157268	408038
2782	157319	407969
2783	157377	407915
2784	157437	407867
2785	157495	407814
2786	157550	407754
2787	157612	407712
2788	157669	407657
2789	157723	407594
2790	157781	407540
2791	157851	407519
2792	157919	407492
2793	157984	407458
2794	158042	407404
2795	158092	407331
2796	158139	407249
2797	158203	407212
2798	158259	407153
2799	158306	407073
2800	158357	407003
2801	158405	406923
2802	158457	406856
2803	158503	406773
2804	158565	406731
2805	158671	406800
2806	158765	406840
2807	158837	406823
2808	158888	406753
2809	158935	406670
2810	158998	406632
2811	159060	406589
2812	159106	406505
2813	159152	406422
2814	159207	406361
2815	159265	406308
2816	159320	406246
2817	159370	406174
2818	159422	406106
2819	159475	406039
2820	159544	406015
2821	159611	405985
2822	159664	405920
2823	159719	405859
2824	159773	405797
2825	159833	405747
2826	159885	405680
2827	159937	405612
2828	159989	405543
2829	160044	405483
2830	160094	405411
2831	160148	405347
2832	160208	405299
2833	160266	405246
2834	160321	405187
2835	160375	405123
2836	160434	405073
2837	160489	405012
2838	160542	404947
2839	160599	404892
2840	160656	404835
2841	160715	404786
2842	160769	404722
2843	160834	404688
2844	160902	404659
2845	160967	404625
2846	161022	404563
2847	161070	404485
2848	161121	404415
2849	161187	404381
2850	161246	404331
2851	161294	404254
2852	161341	404173
2853	161389	404095
2854	161444	404035
2855	161500	403976
2856	161581	403981
2857	161648	403952
2858	161699	403880
2859	161745	403797
2860	161804	403747
2861	161872	403719
2862	161919	403639
2863	161968	403565
2864	162025	403507
2865	162093	403479
2866	162147	403416
2867	162198	403347
2868	162252	403284
2869	162306	403222
2870	162356	403149
2871	162414	403094
2872	162471	403039
2873	162533	402998
2874	162591	402943
2875	162645	402882
2876	162706	402836
2877	162762	402776
2878	162815	402713
2879	162867	402645
2880	162922	402585
2881	162979	402528
2882	163030	402458
2883	163082	402391
2884	163134	402324
2885	163199	402288
2886	163254	402227
2887	163310	402169
2888	163369	402118
2889	163425	402059
2890	163479	401998
2891	163538	401947
2892	163593	401885
2893	163651	401834
2894	163707	401776
2895	163761	401712
2896	163838	401705
2897	163909	401685
2898	163972	401644
2899	164024	401578
2900	164075	401506
2901	164122	401426
2902	164184	401384
2903	164239	401323
2904	164286	401243
2905	164345	401194
2906	164430	401205
2907	164495	401169
2908	164562	401138
2909	164622	401089
2910	164688	401055
2911	164752	401018
2912	164810	400964
2913	164859	400889
2914	164907	400813
2915	164956	400739
2916	165012	400680
2917	165083	400658
2918	165130	400578
2919	165179	400503
2920	165240	400456
2921	165295	400398
2922	165356	400351
2923	165408	400283
2924	165466	400230
2925	165523	400176
2926	165576	400110
2927	165632	400052
2928	165684	399984
2929	165735	399913
2930	165792	399859
2931	165842	399787
2932	165894	399720
2933	165947	399654
2934	165997	399582
2935	166054	399526
2936	166107	399460
2937	166168	399414
2938	166248	399413
2939	166307	399363
2940	166363	399307
2941	166424	399260
2942	166481	399205
2943	166541	399155
2944	166601	399108
2945	166661	399059
2946	166717	399001
2947	166777	398952
2948	166839	398910
2949	166926	398926
2950	166992	398892
2951	167044	398823
2952	167091	398745
2953	167136	398659
2954	167207	398638
2955	167262	398577
2956	167310	398501
2957	167356	398420
2958	167412	398360
2959	167479	398329
2960	167554	398317
2961	167623	398289
2962	167674	398219
2963	167727	398154
2964	167789	398110
2965	167845	398052
2966	167896	397983
2967	167945	397909
2968	168007	397865
2969	168063	397806
2970	168116	397741
2971	168169	397677
2972	168223	397614
2973	168274	397543
2974	168328	397480
2975	168377	397407
2976	168437	397357
2977	168488	397288
2978	168545	397232
2979	168597	397165
2980	168647	397093
2981	168703	397035
2982	168755	396968
2983	168805	396895
2984	168859	396833
2985	168908	396760
2986	168967	396708
2987	169021	396645
2988	169072	396576
2989	169130	396522
2990	169187	396468
2991	169245	396414
2992	169305	396367
2993	169355	396294
2994	169422	396262
2995	169483	396216
2996	169543	396167
2997	169601	396114
2998	169657	396056
2999	169718	396009
3000	169782	395970
3001	169850	395939
3002	169919	395911
3003	169975	395855
3004	170024	395781
3005	170075	395710
3006	170170	395743
3007	170246	395732
3008	170305	395680
3009	170351	395600
3010	170401	395527
3011	170450	395453
3012	170504	395392
3013	170567	395350
3014	170641	395334
3015	170712	395309
3016	170768	395251
3017	170816	395176
3018	170871	395114
3019	170938	395083
3020	170990	395015
3021	171036	394935
3022	171083	394857
3023	171138	394796
3024	171195	394739
3025	171250	394679
3026	171303	394614
3027	171357	394551
3028	171409	394485
3029	171460	394415
3030	171517	394359
3031	171574	394305
3032	171627	394239
3033	171679	394172
3034	171731	394104
3035	171786	394044
3036	171839	393979
3037	171889	393908
3038	171948	393856
3039	172019	393833
3040	172070	393764
3041	172129	393713
3042	172185	393656
3043	172242	393600
3044	172295	393536
3045	172351	393477
3046	172406	393416
3047	172464	393363
3048	172527	393321
3049	172585	393268
3050	172652	393234
3051	172708	393176
3052	172772	393137
3053	172845	393118
3054	172917	393096
3055	172974	393041
3056	173021	392962
3057	173070	392889
3058	173119	392816
3059	173171	392748
3060	173229	392694
3061	173296	392661
3062	173367	392638
3063	173436	392609
3064	173512	392595
3065	173564	392530
3066	173612	392453
3067	173684	392431
3068	173741	392376
3069	173791	392305
3070	173838	392226
3071	173894	392167
3072	173954	392118
3073	174007	392055
3074	174063	391995
3075	174113	391924
3076	174163	391854
3077	174224	391807
3078	174276	391740
3079	174328	391673
3080	174381	391607
3081	174446	391569
3082	174506	391521
3083	174557	391453
3084	174617	391403
3085	174674	391347
3086	174728	391286
3087	174781	391220
3088	174835	391158
3089	174890	391098
3090	174944	391035
3091	174996	390968
3092	175049	390905
3093	175111	390859
3094	175164	390795
3095	175220	390737
3096	175276	390679
3097	175335	390629
3098	175390	390567
3099	175444	390504
3100	175501	390449
3101	175561	390401
3102	175617	390343
3103	175670	390278
3104	175738	390246
3105	175802	390206
3106	175867	390169
3107	175962	390197
3108	176038	390183
3109	176100	390139
3110	176161	390091
3111	176213	390024
3112	176260	389947
3113	176309	389873
3114	176356	389796
3115	176402	389716
3116	176457	389656
3117	176523	389619
3118	176590	389585
3119	176655	389548
3120	176720	389509
3121	176768	389435
3122	176816	389357
3123	176884	389326
3124	176935	389258
3125	176993	389205
3126	177046	389141
3127	177103	389083
3128	177164	389036
3129	177225	388990
3130	177288	388947
3131	177351	388904
3132	177411	388855
3133	177474	388813
3134	177528	388751
3135	177583	388689
3136	177637	388628
3137	177692	388567
3138	177745	388503
3139	177797	388436
3140	177846	388364
3141	177906	388314
3142	177957	388246
3143	178017	388196
3144	178076	388145
3145	178144	388112
3146	178196	388046
3147	178251	387986
3148	178314	387944
3149	178368	387881
3150	178423	387821
3151	178479	387761
3152	178536	387707
3153	178600	387667
3154	178655	387605
3155	178721	387569
3156	178795	387549
3157	178863	387518
3158	178919	387461
3159	178967	387385
3160	179018	387315
3161	179090	387293
3162	179150	387244
3163	179196	387165
3164	179244	387089
3165	179295	387019
3166	179342	386943
3167	179388	386863
3168	179457	386834
3169	179527	386805
3170	179591	386765
3171	179652	386717
3172	179703	386647
3173	179756	386583
3174	179821	386544
3175	179867	386466
3176	179915	386391
3177	179966	386322
3178	180016	386250
3179	180070	386189
3180	180126	386130
3181	180188	386085
3182	180239	386017
3183	180301	385972
3184	180359	385919
3185	180421	385872
3186	180480	385821
3187	180532	385755
3188	180585	385691
3189	180639	385628
3190	180693	385567
3191	180743	385495
3192	180794	385427
3193	180850	385369
3194	180903	385303
3195	180956	385239
3196	181007	385172
3197	181061	385109
3198	181126	385071
3199	181192	385034
3200	181283	385049
3201	181348	385011
3202	181406	384957
3203	181467	384911
3204	181528	384862
3205	181627	384896
3206	181724	384925
3207	181793	384894
3208	181860	384858
3209	181918	384804
3210	181965	384727
3211	182011	384650
3212	182070	384598
3213	182136	384560
3214	182183	384484
3215	182232	384411
3216	182278	384332
3217	182329	384263
3218	182377	384187
3219	182429	384121
3220	182481	384056
3221	182531	383985
3222	182582	383916
3223	182645	383873
3224	182708	383829
3225	182783	383811
3226	182848	383772
3227	182896	383697
3228	182946	383627
3229	182994	383552
3230	183067	383530
3231	183116	383456
3232	183164	383382
3233	183217	383318
3234	183276	383265
3235	183332	383207
3236	183383	383139
3237	183442	383087
3238	183499	383030
3239	183547	382957
3240	183595	382883
3241	183652	382826
3242	183708	382769
3243	183763	382707
3244	183813	382638
3245	183864	382569
3246	183921	382512
3247	183973	382447
3248	184027	382386
3249	184088	382337
3250	184155	382302
3251	184217	382256
3252	184272	382197
3253	184332	382146
3254	184385	382083
3255	184440	382023
3256	184497	381967
3257	184551	381904
3258	184610	381852
3259	184673	381809
3260	184739	381772
3261	184811	381746
3262	184862	381679
3263	184912	381609
3264	184958	381530
3265	185012	381468
3266	185084	381443
3267	185131	381365
3268	185208	381350
3269	185284	381335
3270	185364	381325
3271	185428	381283
3272	185476	381209
3273	185534	381156
3274	185606	381130
3275	185652	381053
3276	185700	380977
3277	185756	380920
3278	185812	380862
3279	185872	380811
3280	185925	380748
3281	185976	380679
3282	186031	380620
3283	186082	380551
3284	186141	380498
3285	186192	380431
3286	186246	380369
3287	186300	380306
3288	186368	380272
3289	186426	380219
3290	186478	380152
3291	186530	380086
3292	186586	380028
3293	186637	379961
3294	186689	379895
3295	186743	379833
3296	186798	379773
3297	186855	379716
3298	186910	379656
3299	186964	379594
3300	187023	379542
3301	187081	379488
3302	187134	379425
3303	187192	379371
3304	187252	379320
3305	187306	379259
3306	187359	379194
3307	187416	379139
3308	187530	379197
3309	187604	379176
3310	187671	379140
3311	187737	379102
3312	187801	379061
3313	187857	379003
3314	187911	378940
3315	187957	378863
3316	188006	378789
3317	188066	378741
3318	188129	378695
3319	188180	378629
3320	188249	378597
3321	188320	378567
3322	188406	378569
3323	188471	378531
3324	188519	378455
3325	188573	378394
3326	188641	378360
3327	188688	378283
3328	188737	378212
3329	188790	378148
3330	188848	378094
3331	188903	378033
3332	188956	377969
3333	189010	377907
3334	189062	377840
3335	189119	377785
3336	189170	377716
3337	189219	377646
3338	189278	377592
3339	189332	377530
3340	189385	377467
3341	189443	377412
3342	189495	377346
3343	189555	377297
3344	189607	377230
3345	189661	377169
3346	189714	377105
3347	189772	377051
3348	189823	376983
3349	189876	376918
3350	189927	376850
3351	189987	376800
3352	190044	376745
3353	190098	376682
3354	190155	376626
3355	190213	376573
3356	190276	376529
3357	190333	376473
3358	190393	376422
3359	190461	376388
3360	190517	376330
3361	190574	376273
3362	190633	376221
3363	190704	376193
3364	190767	376149
3365	190826	376097
3366	190885	376044
3367	190935	375974
3368	190984	375904
3369	191040	375845
3370	191107	375809
3371	191157	375738
3372	191204	375663
3373	191251	375587
3374	191308	375531
3375	191381	375506
3376	191450	375475
3377	191514	375431
3378	191564	375361
3379	191610	375284
3380	191677	375247
3381	191735	375193
3382	191780	375113
3383	191830	375044
3384	191886	374987
3385	191942	374928
3386	191996	374865
3387	192050	374804
3388	192106	374746
3389	192156	374677
3390	192206	374606
3391	192262	374550
3392	192323	374500
3393	192384	374452
3394	192438	374390
3395	192491	374327
3396	192561	374295
3397	192611	374226
3398	192666	374167
3399	192721	374107
3400	192774	374043
3401	192828	373979
3402	192886	373926
3403	192950	373883
3404	193016	373845
3405	193080	373802
3406	193140	373752
3407	193261	373820
3408	193336	373798
3409	193405	373765
3410	193461	373708
3411	193521	373657
3412	193576	373598
3413	193643	373560
3414	193719	373541
3415	193792	373516
3416	193846	373453
3417	193893	373379
3418	193942	373305
3419	193988	373230
3420	194045	373173
3421	194112	373136
3422	194175	373090
3423	194237	373044
3424	194307	373012
3425	194379	372986
3426	194428	372914
3427	194476	372841
3428	194540	372798
3429	194600	372748
3430	194647	372673
3431	194695	372599
3432	194753	372545
3433	194822	372512
3434	194873	372443
3435	194927	372380
3436	194978	372314
3437	195040	372268
3438	195094	372205
3439	195144	372136
3440	195208	372092
3441	195260	372028
3442	195321	371979
3443	195379	371924
3444	195431	371858
3445	195487	371800
3446	195539	371735
3447	195592	371670
3448	195644	371606
3449	195699	371545
3450	195752	371482
3451	195802	371411
3452	195853	371344
3453	195909	371287
3454	195965	371229
3455	196026	371179
3456	196082	371121
3457	196166	371115
3458	196222	371058
3459	196277	370997
3460	196339	370951
3461	196403	370909
3462	196458	370848
3463	196508	370779
3464	196571	370733
3465	196638	370697
3466	196704	370658
3467	196764	370606
3468	196818	370544
3469	196868	370475
3470	196916	370402
3471	196984	370367
3472	197039	370306
3473	197090	370238
3474	197137	370165
3475	197185	370091
3476	197231	370014
3477	197283	369948
3478	197330	369874
3479	197382	369809
3480	197448	369769
3481	197527	369754
3482	197595	369718
3483	197657	369671
3484	197709	369606
3485	197770	369557
3486	197839	369522
3487	197886	369448
3488	197934	369375
3489	197985	369307
3490	198035	369238
3491	198087	369172
3492	198145	369119
3493	198201	369060
3494	198257	369003
3495	198309	368937
3496	198366	368880
3497	198422	368822
3498	198476	368761
3499	198530	368700
3500	198579	368629
3501	198631	368563
3502	198694	368518
3503	198749	368458
3504	198802	368393
3505	198901	368415
3506	199000	368438
3507	199065	368395
3508	199129	368353
3509	199184	368293
3510	199243	368239
3511	199302	368187
3512	199362	368137
3513	199426	368092
3514	199479	368029
3515	199536	367973
3516	199595	367921
3517	199664	367887
3518	199725	367837
3519	199780	367777
3520	199836	367719
3521	199884	367646
3522	199934	367576
3523	200000	367536
3524	200054	367475
3525	200106	367409
3526	200153	367336
3527	200200	367261
3528	200249	367190
3529	200313	367146
3530	200385	367118
3531	200457	367089
3532	200519	367042
3533	200570	366974
3534	200618	366901
3535	200685	366864
3536	200736	366797
3537	200788	366730
3538	200837	366660
3539	200892	366601
3540	200950	366545
3541	201016	366505
3542	201071	366446
3543	201122	366379
3544	201176	366317
3545	201232	366259
3546	201283	366192
3547	201341	366137
3548	201394	366073
3549	201451	366016
3550	201504	365954
3551	201555	365886
3552	201607	365822
3553	201664	365765
3554	201717	365701
3555	201772	365642
3556	201827	365582
3557	201884	365525
3558	201940	365467
3559	201999	365415
3560	202057	365361
3561	202117	365309
3562	202173	365251
3563	202233	365200
3564	202284	365134
3565	202351	365094
3566	202405	365032
3567	202465	364982
3568	202529	364939
3569	202591	364891
3570	202659	364854
3571	202724	364812
3572	202784	364762
3573	202832	364689
3574	202878	364614
3575	202940	364567
3576	202999	364514
3577	203066	364475
3578	203115	364405
3579	203168	364341
3580	203217	364270
3581	203280	364225
3582	203359	364207
3583	203426	364169
3584	203496	364136
3585	203544	364063
3586	203592	363992
3587	203641	363921
3588	203699	363867
3589	203766	363827
3590	203812	363752
3591	203861	363681
3592	203918	363625
3593	203973	363564
3594	204029	363507
3595	204082	363444
3596	204137	363383
3597	204191	363321
3598	204241	363253
3599	204305	363209
3600	204401	363222
3601	204471	363190
3602	204526	363129
3603	204585	363077
3604	204637	363012
3605	204690	362948
3606	204743	362884
3607	204799	362826
3608	204850	362758
3609	204903	362696
3610	204962	362643
3611	205031	362608
3612	205088	362551
3613	205144	362493
3614	205201	362438
3615	205257	362379
3616	205318	362329
3617	205372	362268
3618	205429	362211
3619	205490	362163
3620	205548	362108
3621	205617	362073
3622	205691	362046
3623	205749	361992
3624	205799	361923
3625	205849	361853
3626	205913	361810
3627	205978	361767
3628	206028	361698
3629	206077	361629
3630	206126	361558
3631	206177	361492
3632	206225	361418
3633	206284	361366
3634	206360	361344
3635	206427	361305
3636	206487	361253
3637	206536	361183
3638	206587	361116
3639	206655	361079
3640	206706	361013
3641	206756	360943
3642	206805	360873
3643	206879	360847
3644	206935	360788
3645	206995	360738
3646	207056	360687
3647	207107	360620
3648	207161	360560
3649	207214	360495
3650	207270	360438
3651	207332	360389
3652	207383	360323
3653	207440	360266
3654	207499	360214
3655	207556	360158
3656	207606	360090
3657	207660	360027
3658	207713	359964
3659	207770	359908
3660	207820	359840
3661	207876	359781
3662	207934	359726
3663	207995	359678
3664	208050	359617
3665	208108	359563
3666	208175	359524
3667	208230	359463
3668	208288	359409
3669	208342	359347
3670	208397	359288
3671	208456	359235
3672	208512	359177
3673	208585	359149
3674	208661	359124
3675	208729	359088
3676	208780	359021
3677	208828	358949
3678	208878	358879
3679	208945	358840
3680	209003	358786
3681	209050	358712
3682	209098	358640
3683	209169	358608
3684	209233	358564
3685	209306	358535
3686	209377	358502
3687	209425	358430
3688	209471	358356
3689	209538	358316
3690	209597	358264
3691	209643	358188
3692	209728	358180
3693	209818	358179
3694	209875	358123
3695	209930	358062
3696	209986	358005
3697	210040	357942
3698	210099	357890
3699	210151	357825
3700	210206	357765
3701	210265	357711
3702	210325	357661
3703	210379	357599
3704	210432	357535
3705	210482	357468
3706	210543	357418
3707	210595	357354
3708	210648	357289
3709	210700	357225
3710	210756	357167
3711	210809	357103
3712	210860	357036
3713	210917	356980
3714	210993	356956
3715	211056	356910
3716	211115	356857
3717	211179	356812
3718	211237	356757
3719	211298	356708
3720	211357	356655
3721	211418	356604
3722	211475	356549
3723	211537	356501
3724	211605	356463
3725	211677	356431
3726	211726	356362
3727	211774	356290
3728	211820	356214
3729	211874	356153
3730	211948	356125
3731	211996	356054
3732	212051	355994
3733	212113	355945
3734	212184	355912
3735	212251	355873
3736	212307	355815
3737	212356	355744
3738	212412	355687
3739	212479	355647
3740	212525	355573
3741	212572	355499
3742	212636	355454
3743	212697	355405
3744	212752	355345
3745	212804	355280
3746	212856	355214
3747	212915	355161
3748	212966	355094
3749	213023	355038
3750	213078	354978
3751	213142	354934
3752	213196	354873
3753	213251	354813
3754	213304	354750
3755	213359	354690
3756	213411	354626
3757	213464	354563
3758	213516	354497
3759	213572	354439
3760	213627	354379
3761	213677	354312
3762	213730	354248
3763	213781	354182
3764	213839	354127
3765	213899	354076
3766	213957	354020
3767	214018	353971
3768	214079	353920
3769	214137	353867
3770	214194	353809
3771	214253	353756
3772	214314	353706
3773	214371	353650
3774	214427	353593
3775	214490	353546
3776	214562	353513
3777	214630	353475
3778	214684	353414
3779	214737	353350
3780	214784	353277
3781	214841	353221
3782	214904	353174
3783	214951	353101
3784	214998	353029
3785	215072	353001
3786	215149	352977
3787	215269	353023
3788	215343	352994
3789	215392	352925
3790	215448	352866
3791	215515	352826
3792	215562	352754
3793	215611	352684
3794	215667	352625
3795	215722	352566
3796	215777	352507
3797	215828	352440
3798	215883	352380
3799	215935	352315
3800	215991	352258
3801	216045	352196
3802	216097	352132
3803	216151	352070
3804	216207	352012
3805	216266	351958
3806	216319	351895
3807	216373	351834
3808	216428	351774
3809	216481	351711
3810	216530	351642
3811	216587	351585
3812	216642	351525
3813	216700	351469
3814	216754	351409
3815	216807	351345
3816	216881	351317
3817	216935	351256
3818	216992	351199
3819	217048	351141
3820	217106	351087
3821	217161	351026
3822	217215	350964
3823	217276	350914
3824	217332	350857
3825	217386	350795
3826	217447	350745
3827	217516	350708
3828	217584	350669
3829	217646	350621
3830	217701	350561
3831	217751	350494
3832	217798	350421
3833	217865	350381
3834	217918	350317
3835	217966	350246
3836	218022	350188
3837	218075	350124
3838	218139	350080
3839	218209	350044
3840	218287	350021
3841	218344	349964
3842	218392	349893
3843	218446	349833
3844	218514	349792
3845	218562	349723
3846	218610	349651
3847	218662	349587
3848	218737	349559
3849	218790	349496
3850	218844	349435
3851	218899	349375
3852	218953	349313
3853	219005	349249
3854	219057	349184
3855	219110	349122
3856	219165	349062
3857	219220	349002
3858	219274	348942
3859	219324	348874
3860	219387	348827
3861	219442	348766
3862	219496	348705
3863	219554	348651
3864	219606	348586
3865	219658	348522
3866	219711	348458
3867	219763	348395
3868	219822	348341
3869	219882	348289
3870	219936	348227
3871	220000	348182
3872	220060	348130
3873	220119	348077
3874	220171	348013
3875	220231	347961
3876	220296	347918
3877	220348	347852
3878	220406	347797
3879	220472	347755
3880	220549	347730
3881	220615	347687
3882	220669	347627
3883	220722	347564
3884	220776	347502
3885	220845	347464
3886	220898	347402
3887	220964	347359
3888	221050	347348
3889	221121	347313
3890	221185	347269
3891	221265	347248
3892	221320	347187
3893	221368	347118
3894	221428	347065
3895	221492	347019
3896	221540	346950
3897	221587	346876
3898	221642	346817
3899	221699	346761
3900	221754	346700
3901	221809	346642
3902	221861	346577
3903	221919	346522
3904	221971	346457
3905	222023	346392
3906	222079	346334
3907	222140	346284
3908	222195	346225
3909	222253	346170
3910	222306	346106
3911	222373	346065
3912	222425	346001
3913	222476	345935
3914	222532	345877
3915	222588	345819
3916	222642	345758
3917	222693	345691
3918	222744	345626
3919	222806	345578
3920	222865	345523
3921	222917	345460
3922	222974	345403
3923	223032	345347
3924	223091	345293
3925	223142	345228
3926	223208	345186
3927	223269	345135
3928	223324	345075
3929	223379	345016
3930	223446	344975
3931	223519	344943
3932	223591	344909
3933	223651	344858
3934	223704	344794
3935	223751	344723
3936	223812	344672
3937	223872	344619
3938	223921	344551
3939	223972	344485
3940	224018	344412
3941	224069	344345
3942	224131	344297
3943	224217	344285
3944	224288	344249
3945	224348	344198
3946	224400	344133
3947	224453	344070
3948	224519	344027
3949	224566	343956
3950	224620	343895
3951	224672	343830
3952	224731	343777
3953	224785	343715
3954	224844	343662
3955	224908	343616
3956	224992	343600
3957	225052	343548
3958	225106	343487
3959	225160	343426
3960	225220	343373
3961	225281	343324
3962	225335	343262
3963	225385	343195
3964	225441	343138
3965	225496	343077
3966	225548	343012
3967	225600	342948
3968	225652	342885
3969	225712	342832
3970	225763	342767
3971	225823	342715
3972	225880	342658
3973	225957	342631
3974	226020	342584
3975	226074	342523
3976	226136	342473
3977	226196	342421
3978	226256	342370
3979	226311	342310
3980	226371	342257
3981	226475	342273
3982	226575	342280
3983	226644	342241
3984	226696	342177
3985	226743	342105
3986	226789	342033
3987	226861	341999
3988	226922	341948
3989	226971	341880
3990	227020	341811
3991	227068	341740
3992	227122	341678
3993	227172	341612
3994	227221	341542
3995	227270	341474
3996	227317	341402
3997	227385	341362
3998	227453	341322
3999	227519	341279
4000	227582	341231
4001	227632	341164
4002	227694	341114
4003	227753	341061
4004	227800	340989
4005	227851	340924
4006	227922	340887
4007	227982	340835
4008	228033	340770
4009	228090	340714
4010	228143	340650
4011	228200	340594
4012	228252	340530
4013	228305	340468
4014	228360	340408
4015	228413	340345
4016	228463	340278
4017	228518	340218
4018	228578	340166
4019	228631	340104
4020	228684	340041
4021	228737	339977
4022	228807	339940
4023	228865	339885
4024	228926	339834
4025	228988	339785
4026	229043	339726
4027	229103	339673
4028	229156	339611
4029	229217	339561
4030	229275	339505
4031	229331	339446
4032	229389	339392
4033	229459	339354
4034	229523	339307
4035	229579	339250
4036	229631	339185
4037	229680	339117
4038	229748	339076
4039	229813	339031
4040	229860	338960
4041	229909	338892
4042	229963	338829
4043	230010	338758
4044	230060	338692
4045	230107	338621
4046	230163	338562
4047	230212	338494
4048	230263	338428
4049	230329	338384
4050	230401	338350
4051	230472	338313
4052	230532	338262
4053	230579	338190
4054	230635	338132
4055	230699	338086
4056	230750	338021
4057	230799	337951
4058	230850	337886
4059	230913	337838
4060	230967	337777
4061	231018	337712
4062	231073	337652
4063	231127	337591
4064	231184	337535
4065	231235	337470
4066	231288	337407
4067	231347	337353
4068	231397	337286
4069	231450	337223
4070	231504	337162
4071	231590	337148
4072	231680	337139
4073	231753	337106
4074	231813	337054
4075	231866	336991
4076	231925	336937
4077	231981	336878
4078	232041	336826
4079	232094	336764
4080	232153	336710
4081	232212	336656
4082	232268	336598
4083	232326	336544
4084	232386	336491
4085	232458	336455
4086	232524	336411
4087	232579	336353
4088	232632	336290
4089	232682	336222
4090	232743	336172
4091	232805	336123
4092	232852	336052
4093	232902	335985
4094	232957	335925
4095	233022	335880
4096	233084	335830
4097	233171	335817
4098	233238	335775
4099	233286	335705
4100	233335	335636
4101	233397	335587
4102	233470	335553
4103	233518	335483
4104	233569	335417
4105	233628	335363
