iter	RMSE
1666	37824.36556
1667	37819.90166
1668	37815.61746
1669	37812.1619
1670	37807.06335
1671	37803.19309
1672	37798.06617
1673	37795.33533
1674	37790.59807
1675	37781.31073
1676	37775.40198
1677	37771.62549
1678	37769.82165
1679	37767.35504
1680	37763.81346
1681	37762.15418
1682	37755.21135
1683	37750.82712
1684	37748.85931
1685	37743.86969
1686	37736.90888
1687	37733.26053
1688	37730.74987
1689	37728.18763
1690	37724.98873
1691	37720.61875
1692	37714.36627
1693	37709.75232
1694	37705.75494
1695	37701.91993
1696	37697.86959
1697	37695.58142
1698	37683.82316
1699	37680.08418
1700	37667.01409
1701	37664.12977
1702	37659.27892
1703	37656.5875
1704	37653.45885
1705	37651.32147
1706	37647.74835
1707	37638.40876
1708	37633.02742
1709	37628.49797
1710	37626.52809
1711	37622.10629
1712	37617.32537
1713	37613.18153
1714	37609.79105
1715	37605.32777
1716	37598.41983
1717	37596.22678
1718	37594.61475
1719	37587.28682
1720	37584.14821
1721	37581.51302
1722	37580.18569
1723	37569.08962
1724	37564.8809
1725	37560.42193
1726	37556.43494
1727	37553.33236
1728	37548.62989
1729	37544.95828
1730	37542.37249
1731	37527.9762
1732	37519.84241
1733	37516.46064
1734	37510.47488
1735	37503.58346
1736	37501.87922
1737	37495.40302
1738	37491.44341
1739	37488.60963
1740	37483.78887
1741	37480.86808
1742	37476.7353
1743	37466.86719
1744	37460.45629
1745	37449.85393
1746	37445.33295
1747	37440.81886
1748	37438.48915
1749	37436.48911
1750	37432.13193
1751	37428.34375
1752	37421.9657
1753	37418.70388
1754	37416.03053
1755	37412.72466
1756	37406.90393
1757	37399.68462
1758	37396.56435
1759	37392.03814
1760	37390.0789
1761	37383.48295
1762	37372.90262
1763	37365.02332
1764	37361.41842
1765	37356.51031
1766	37352.52667
1767	37350.69813
1768	37343.18446
1769	37340.90352
1770	37337.15883
1771	37333.54958
1772	37329.3808
1773	37326.07008
1774	37314.03893
1775	37311.39802
1776	37309.05259
1777	37307.04608
1778	37302.38359
1779	37299.57783
1780	37296.59762
1781	37292.22169
1782	37286.42809
1783	37281.98959
1784	37279.06815
1785	37273.62734
1786	37270.32075
1787	37263.47336
1788	37260.19458
1789	37258.59936
1790	37256.64527
1791	37253.42683
1792	37251.90925
1793	37250.21636
1794	37247.58173
1795	37237.61896
1796	37235.09455
1797	37231.33974
1798	37227.7604
1799	37224.90599
1800	37222.53358
1801	37218.69734
1802	37215.99674
1803	37213.86466
1804	37208.04567
1805	37191.53459
1806	37188.6147
1807	37182.95186
1808	37180.13537
1809	37175.79511
1810	37170.38263
1811	37166.06133
1812	37164.40976
1813	37162.44903
1814	37160.71193
1815	37158.86432
1816	37156.33176
1817	37152.06689
1818	37150.16336
1819	37148.58933
1820	37146.46168
1821	37143.4402
1822	37137.84774
1823	37136.38412
1824	37134.756
1825	37129.73969
1826	37127.83895
1827	37125.75882
1828	37118.99269
1829	37115.58663
1830	37112.88171
1831	37106.25726
1832	37100.983
1833	37097.88811
1834	37093.97831
1835	37091.98788
1836	37087.07972
1837	37085.3492
1838	37081.98048
1839	37079.36474
1840	37075.97772
1841	37072.60944
1842	37070.59999
1843	37065.53749
1844	37055.76932
1845	37050.21964
1846	37047.70704
1847	37043.40228
1848	37035.77847
1849	37032.43497
1850	37029.85049
1851	37027.25748
1852	37022.96845
1853	37020.59274
1854	37017.0536
1855	37015.27074
1856	37010.75487
1857	37006.1357
1858	36999.67399
1859	36996.41986
1860	36990.84227
1861	36988.14636
1862	36985.34745
1863	36981.04049
1864	36977.81455
1865	36973.42334
1866	36971.33781
1867	36968.34238
1868	36965.53169
1869	36960.93575
1870	36958.16983
1871	36956.81617
1872	36954.98822
1873	36952.90483
1874	36950.8518
1875	36943.72892
1876	36941.65997
1877	36940.27262
1878	36937.35473
1879	36933.47811
1880	36930.57901
1881	36926.69681
1882	36924.63622
1883	36923.11583
1884	36918.72267
1885	36913.44966
1886	36904.11449
1887	36901.04914
1888	36895.73508
1889	36887.59207
1890	36884.80469
1891	36882.73069
1892	36879.69115
1893	36872.65809
1894	36869.52439
1895	36867.44988
1896	36860.99782
1897	36856.40549
1898	36847.4527
1899	36845.21833
1900	36841.95058
1901	36838.26385
1902	36834.47533
1903	36831.24635
1904	36823.66438
1905	36821.94507
1906	36814.35036
1907	36811.38582
1908	36808.66707
1909	36805.52911
1910	36799.06229
1911	36793.34949
1912	36789.51866
1913	36784.3926
1914	36779.97306
1915	36774.55834
1916	36769.86193
1917	36767.49439
1918	36765.01974
1919	36762.73609
1920	36760.13776
1921	36757.44591
1922	36753.42945
1923	36749.2781
1924	36740.77269
1925	36738.60944
1926	36733.83123
1927	36729.31507
1928	36722.2698
1929	36720.21138
1930	36714.88371
1931	36712.3092
1932	36710.69223
1933	36704.15485
1934	36699.34696
1935	36696.03968
1936	36693.15859
1937	36689.29619
1938	36685.67311
1939	36681.92033
1940	36665.60121
1941	36663.21524
1942	36660.29344
1943	36654.38991
1944	36652.33033
1945	36649.18764
1946	36645.95437
1947	36643.44854
1948	36640.0673
1949	36631.66928
1950	36621.77998
1951	36615.89256
1952	36612.03714
1953	36600.19095
1954	36595.82098
1955	36592.45128
1956	36590.41997
1957	36586.99104
1958	36584.80776
1959	36581.99479
1960	36578.74844
1961	36574.81273
1962	36566.35911
1963	36563.8282
1964	36558.78609
1965	36549.99966
1966	36545.96111
1967	36538.54244
1968	36529.2593
1969	36526.03015
1970	36523.93026
1971	36521.06877
1972	36519.65019
1973	36515.75228
1974	36513.73526
1975	36511.54915
1976	36507.90836
1977	36501.69986
1978	36498.48093
1979	36495.94986
1980	36490.57444
1981	36487.60992
1982	36485.59807
1983	36478.7688
1984	36474.38324
1985	36470.57077
1986	36468.99189
1987	36467.61977
1988	36464.76629
1989	36462.79849
1990	36459.0819
1991	36457.71876
1992	36454.33562
1993	36449.76856
1994	36447.47049
1995	36442.01445
1996	36439.56947
1997	36434.94594
1998	36429.06906
1999	36423.69511
2000	36417.29902
2001	36413.82344
2002	36408.97014
2003	36405.11027
2004	36403.27706
2005	36399.97457
2006	36395.93649
2007	36391.26167
2008	36382.33073
2009	36378.18417
2010	36373.20107
2011	36370.84022
2012	36367.62838
2013	36365.95382
2014	36361.06864
2015	36359.11861
2016	36356.82906
2017	36353.243
2018	36351.5287
2019	36348.83981
2020	36345.94939
2021	36343.66971
2022	36341.89889
2023	36339.18656
2024	36336.24837
2025	36333.74545
2026	36325.9063
2027	36319.68426
2028	36312.3933
2029	36310.48895
2030	36308.73657
2031	36303.15329
2032	36296.30014
2033	36292.68377
2034	36290.03623
2035	36287.64126
2036	36283.13837
2037	36278.93604
2038	36275.57837
2039	36273.66621
2040	36264.96027
2041	36262.1658
2042	36259.0258
2043	36253.84245
2044	36251.85732
2045	36248.10915
2046	36232.20181
2047	36230.18768
2048	36226.45864
2049	36220.52262
2050	36217.47945
2051	36215.93472
2052	36211.08475
2053	36208.32258
2054	36206.54936
2055	36203.17951
2056	36198.21176
2057	36194.02938
2058	36191.35034
2059	36189.29903
2060	36185.39582
2061	36179.74657
2062	36176.17098
2063	36173.34068
2064	36169.91499
2065	36163.9478
2066	36161.67261
2067	36158.67175
2068	36154.10862
2069	36150.57354
2070	36148.40519
2071	36144.92027
2072	36138.98885
2073	36136.5695
2074	36133.69283
2075	36132.32284
2076	36128.87066
2077	36126.49657
2078	36120.7433
2079	36116.63285
2080	36114.37927
2081	36112.21716
2082	36108.05637
2083	36106.05383
2084	36098.76347
2085	36096.38389
2086	36094.54449
2087	36090.49186
2088	36087.01908
2089	36081.2786
2090	36079.41193
2091	36072.15032
2092	36069.15656
2093	36065.88476
2094	36063.68745
2095	36060.87736
2096	36056.37318
2097	36052.64252
2098	36050.8662
2099	36048.78753
2100	36041.65508
2101	36038.8263
2102	36034.5548
2103	36027.00141
2104	36023.45958
2105	36020.57431
2106	36019.50923
2107	36016.72054
2108	36013.35218
2109	36006.45214
2110	36003.01934
2111	35999.6322
2112	35995.71233
2113	35992.19394
2114	35990.3561
2115	35986.97153
2116	35983.24713
2117	35973.96511
2118	35971.73096
2119	35952.85014
2120	35949.67162
2121	35945.87809
2122	35944.06453
2123	35941.15451
2124	35938.88281
2125	35935.46911
2126	35924.78191
2127	35922.03141
2128	35915.52442
2129	35910.83903
2130	35901.22429
2131	35898.81845
2132	35895.54103
2133	35892.33175
2134	35888.10558
2135	35884.49176
2136	35882.38593
2137	35874.62648
2138	35872.75631
2139	35862.76972
2140	35857.96972
2141	35853.51395
2142	35852.13027
2143	35846.65868
2144	35845.1229
2145	35839.2883
2146	35837.20648
2147	35832.35888
2148	35823.07308
2149	35819.99044
2150	35815.07134
2151	35812.0744
2152	35809.30807
2153	35807.42376
2154	35806.13148
2155	35804.47989
2156	35802.18922
2157	35798.54918
2158	35795.48988
2159	35792.33552
2160	35786.47111
2161	35783.64944
2162	35781.52134
2163	35780.1016
2164	35776.35118
2165	35773.66393
2166	35770.95246
2167	35767.71725
2168	35765.86498
2169	35750.97713
2170	35744.43262
2171	35741.30833
2172	35736.72123
2173	35735.40968
2174	35731.35042
2175	35725.93194
2176	35722.45378
2177	35719.42546
2178	35716.3788
2179	35712.35305
2180	35708.68241
2181	35707.28593
2182	35700.66927
2183	35697.31563
2184	35695.64577
2185	35692.31284
2186	35691.00854
2187	35688.32043
2188	35684.62783
2189	35678.16828
2190	35673.45073
2191	35665.56335
2192	35658.51578
2193	35652.44481
2194	35649.97339
2195	35646.17912
2196	35641.12274
2197	35637.54063
2198	35634.07812
2199	35632.89948
2200	35628.30844
2201	35627.12789
2202	35625.30165
2203	35621.71827
2204	35616.75493
2205	35605.24995
2206	35600.42596
2207	35598.15343
2208	35595.74204
2209	35591.43531
2210	35588.42055
2211	35582.15705
2212	35578.0969
2213	35576.92433
2214	35569.39524
2215	35565.6152
2216	35562.81957
2217	35556.29589
2218	35554.28157
2219	35550.69946
2220	35547.87005
2221	35543.34817
2222	35538.50928
2223	35534.61937
2224	35525.95024
2225	35519.50131
2226	35515.91859
2227	35509.77798
2228	35507.39109
2229	35501.24655
2230	35495.869
2231	35489.03541
2232	35487.36091
2233	35485.44301
2234	35479.13066
2235	35476.98682
2236	35470.7302
2237	35465.42118
2238	35462.12438
2239	35459.79127
2240	35450.75794
2241	35438.27884
2242	35431.51037
2243	35429.59315
2244	35427.92294
2245	35420.33615
2246	35417.29483
2247	35413.60861
2248	35410.07405
2249	35404.71874
2250	35400.96241
2251	35397.85866
2252	35392.64037
2253	35390.47455
2254	35388.2341
2255	35381.81952
2256	35378.51545
2257	35376.39128
2258	35371.89976
2259	35365.56901
2260	35360.42981
2261	35356.72531
2262	35349.82188
2263	35347.61127
2264	35344.19524
2265	35339.57237
2266	35338.50236
2267	35335.50313
2268	35334.14291
2269	35332.04857
2270	35328.58901
2271	35325.93066
2272	35318.5699
2273	35316.68583
2274	35314.15048
2275	35309.66747
2276	35306.32321
2277	35303.47044
2278	35301.53693
2279	35297.95713
2280	35286.96148
2281	35283.58815
2282	35281.96437
2283	35275.25419
2284	35272.62082
2285	35269.47981
2286	35265.35756
2287	35261.86202
2288	35259.35014
2289	35257.75504
2290	35251.43639
2291	35248.77213
2292	35246.65542
2293	35239.01816
2294	35235.52218
2295	35233.1684
2296	35228.85216
2297	35227.15956
2298	35224.82946
2299	35219.14784
2300	35217.34506
2301	35215.12212
2302	35210.84037
2303	35206.90988
2304	35203.48643
2305	35201.63991
2306	35199.58976
2307	35195.41232
2308	35192.8457
2309	35188.46264
2310	35184.94008
2311	35176.77013
2312	35174.25212
2313	35168.82676
2314	35165.60161
2315	35162.32852
2316	35155.26783
2317	35151.69525
2318	35149.27902
2319	35145.25957
2320	35141.92079
2321	35138.89652
2322	35137.40999
2323	35133.93832
2324	35127.77552
2325	35124.88818
2326	35119.33573
2327	35114.96088
2328	35111.55782
2329	35108.08869
2330	35102.45853
2331	35099.0048
2332	35092.11011
2333	35087.09061
2334	35082.10464
2335	35079.0633
2336	35074.93671
2337	35072.64657
2338	35071.09633
2339	35069.02102
2340	35066.33111
2341	35063.05431
2342	35060.97488
2343	35058.49454
2344	35055.05702
2345	35052.63425
2346	35044.6017
2347	35041.82245
2348	35035.87478
2349	35025.7819
2350	35022.54353
2351	35020.58279
2352	35019.12468
2353	35017.19326
2354	35013.29256
2355	35005.03578
2356	35002.1028
2357	34999.58914
2358	34996.30819
2359	34994.59777
2360	34993.10755
2361	34988.23218
2362	34984.28989
2363	34981.7504
2364	34963.9162
2365	34962.22118
2366	34959.84187
2367	34953.26463
2368	34951.01707
2369	34948.52189
2370	34945.77185
2371	34943.03944
2372	34941.10317
2373	34938.1903
2374	34934.58965
2375	34930.29086
2376	34926.37372
2377	34924.21543
2378	34922.29562
2379	34919.67856
2380	34914.9015
2381	34912.33466
2382	34907.91155
2383	34905.2762
2384	34900.7334
2385	34898.0759
2386	34894.82396
2387	34892.77659
2388	34888.2468
2389	34885.19052
2390	34878.96319
2391	34875.69221
2392	34873.93088
2393	34864.59236
2394	34863.02241
2395	34858.8304
2396	34857.18375
2397	34844.82995
2398	34840.75078
2399	34838.81577
2400	34833.32888
2401	34830.4129
2402	34828.86415
2403	34823.27583
2404	34820.71772
2405	34819.49236
2406	34816.39645
2407	34813.69808
2408	34809.83538
2409	34808.45242
2410	34804.13964
2411	34802.74156
2412	34795.90519
2413	34794.56731
2414	34790.62121
2415	34788.70388
2416	34786.47059
2417	34773.2384
2418	34770.13573
2419	34764.66987
2420	34761.37465
2421	34757.60102
2422	34754.20167
2423	34752.47972
2424	34750.32297
2425	34745.29648
2426	34742.63659
2427	34739.85339
2428	34737.68781
2429	34736.39868
2430	34735.47064
2431	34732.99247
2432	34731.38528
2433	34728.66898
2434	34727.58709
2435	34725.18655
2436	34723.24738
2437	34720.03324
2438	34718.65756
2439	34717.15739
2440	34715.12636
2441	34710.4178
2442	34705.94587
2443	34700.75307
2444	34698.95299
2445	34697.19623
2446	34689.97182
2447	34686.89744
2448	34685.02686
2449	34682.13776
2450	34674.68345
2451	34672.398
2452	34670.19671
2453	34666.56881
2454	34665.10965
2455	34663.369
2456	34661.30772
2457	34658.11284
2458	34654.01248
2459	34651.39307
2460	34648.08927
2461	34641.19312
2462	34631.36945
2463	34628.68912
2464	34624.4889
2465	34620.239
2466	34617.10117
2467	34612.28942
2468	34608.01165
2469	34605.63767
2470	34602.45183
2471	34600.1939
2472	34596.53714
2473	34592.09458
2474	34585.39481
2475	34581.94339
2476	34579.20272
2477	34577.79049
2478	34570.63275
2479	34568.61721
2480	34565.10049
2481	34563.39002
2482	34560.45296
2483	34558.05185
2484	34555.8943
2485	34552.69903
2486	34549.34207
2487	34544.39112
2488	34543.46623
2489	34542.14163
2490	34539.20736
2491	34537.93072
2492	34534.9252
2493	34533.83182
2494	34532.06186
2495	34528.76368
2496	34525.07447
2497	34523.67538
2498	34521.11269
2499	34513.77868
2500	34508.84707
2501	34507.41733
2502	34501.3145
2503	34497.24153
2504	34491.97723
2505	34488.61651
2506	34486.54532
2507	34482.128
2508	34478.91243
2509	34472.4411
2510	34469.88581
2511	34464.65578
2512	34460.58334
2513	34456.0829
2514	34451.80625
2515	34446.36065
2516	34440.77161
2517	34439.29953
2518	34435.52279
2519	34433.2641
2520	34429.95318
2521	34427.13725
2522	34422.40692
2523	34420.85009
2524	34419.34553
2525	34416.8631
2526	34413.98494
2527	34411.83874
2528	34410.68157
2529	34405.54144
2530	34401.07762
2531	34396.31501
2532	34393.41977
2533	34390.33311
2534	34389.29396
2535	34387.05804
2536	34384.48672
2537	34380.8308
2538	34379.64549
2539	34377.66571
2540	34375.15282
2541	34371.66249
2542	34367.57863
2543	34365.22359
2544	34362.62015
2545	34356.96654
2546	34350.03891
2547	34345.37223
2548	34343.68822
2549	34339.46323
2550	34335.50503
2551	34334.0361
2552	34330.69341
2553	34325.77061
2554	34324.49693
2555	34322.26433
2556	34320.22644
2557	34318.36665
2558	34317.17539
2559	34315.3106
2560	34312.29956
2561	34310.74112
2562	34308.80434
2563	34306.51493
2564	34303.00444
2565	34301.72712
2566	34296.73375
2567	34291.9435
2568	34284.33598
2569	34280.77928
2570	34277.21471
2571	34275.59948
2572	34273.68
2573	34269.99592
2574	34265.2503
2575	34261.69543
2576	34259.8478
2577	34258.35284
2578	34256.51715
2579	34252.94316
2580	34248.99825
2581	34238.78915
2582	34234.82188
2583	34233.14101
2584	34230.26073
2585	34228.89182
2586	34225.89724
2587	34223.98587
2588	34221.11465
2589	34219.10108
2590	34215.88951
2591	34212.89923
2592	34210.80889
2593	34209.33218
2594	34206.26213
2595	34203.38198
2596	34201.90481
2597	34199.83164
2598	34195.39873
2599	34192.23833
2600	34189.98946
2601	34186.11106
2602	34183.7715
2603	34179.72415
2604	34177.41879
2605	34176.3726
2606	34174.75948
2607	34166.57523
2608	34164.04885
2609	34161.98782
2610	34160.49564
2611	34149.7489
2612	34148.11135
2613	34145.82173
2614	34144.44184
2615	34139.89223
2616	34136.93206
2617	34130.27257
2618	34125.7592
2619	34124.63906
2620	34122.92862
2621	34121.3899
2622	34116.95232
2623	34114.8595
2624	34113.64788
2625	34111.40438
2626	34105.55979
2627	34100.24279
2628	34096.3579
2629	34088.75415
2630	34085.20639
2631	34062.64221
2632	34058.47058
2633	34046.29973
2634	34041.94763
2635	34035.97663
2636	34033.70131
2637	34030.18974
2638	34027.90325
2639	34023.67673
2640	34021.25523
2641	34018.10887
2642	34016.02994
2643	34012.46781
2644	34010.43595
2645	34008.86505
2646	34007.07483
2647	34003.18927
2648	34001.5801
2649	33999.58173
2650	33998.04818
2651	33995.71547
2652	33980.3705
2653	33976.62009
2654	33973.701
2655	33972.3311
2656	33970.73673
2657	33962.98464
2658	33960.43977
2659	33958.80925
2660	33955.46412
2661	33954.10309
2662	33949.30538
2663	33946.13093
2664	33939.81091
2665	33935.95099
2666	33933.95382
2667	33929.67336
2668	33926.60519
2669	33921.66256
2670	33912.79494
2671	33910.44434
2672	33908.96551
2673	33907.69593
2674	33901.23722
2675	33900.11211
2676	33897.07731
2677	33895.31615
2678	33888.6792
2679	33881.71957
2680	33878.55691
2681	33872.57901
2682	33870.41756
2683	33868.44734
2684	33866.02113
2685	33860.12721
2686	33858.49045
2687	33856.28544
2688	33853.80598
2689	33851.05444
2690	33847.77339
2691	33846.07295
2692	33841.84065
2693	33840.37438
2694	33838.23139
2695	33835.53743
2696	33834.42801
2697	33831.07084
2698	33829.60059
2699	33825.11797
2700	33822.58529
2701	33819.0917
2702	33817.15167
2703	33811.59152
2704	33809.0028
2705	33806.61461
2706	33802.86424
2707	33797.56533
2708	33792.24528
2709	33789.80777
2710	33787.59932
2711	33786.55745
2712	33784.50313
2713	33780.86463
2714	33779.16882
2715	33774.05445
2716	33767.22827
2717	33758.99852
2718	33756.10035
2719	33753.02709
2720	33751.92668
2721	33750.66762
2722	33748.5369
2723	33745.91235
2724	33740.99642
2725	33738.47002
2726	33736.64356
2727	33734.16223
2728	33732.05536
2729	33728.0374
2730	33725.02194
2731	33718.54213
2732	33713.78642
2733	33712.76091
2734	33710.43946
2735	33708.40029
2736	33706.76708
2737	33698.3201
2738	33691.09
2739	33688.71054
2740	33682.27161
2741	33680.54203
2742	33678.42282
2743	33676.41676
2744	33674.47898
2745	33673.20687
2746	33667.72615
2747	33666.52005
2748	33662.32593
2749	33660.30425
2750	33653.76531
2751	33651.12865
2752	33647.83325
2753	33644.09711
2754	33642.88351
2755	33638.85584
2756	33637.20253
2757	33635.80769
2758	33631.15031
2759	33629.90341
2760	33625.42258
2761	33622.82438
2762	33618.94083
2763	33616.91856
2764	33614.05702
2765	33610.11952
2766	33607.1353
2767	33605.78212
2768	33602.05091
2769	33599.65119
2770	33596.99121
2771	33592.76573
2772	33590.72459
2773	33588.577
2774	33584.14888
2775	33580.88394
2776	33579.10138
2777	33576.65015
2778	33573.05276
2779	33569.63393
2780	33568.10756
2781	33565.52016
2782	33564.14209
2783	33562.41986
2784	33556.91542
2785	33551.13975
2786	33545.17194
2787	33544.06542
2788	33542.53016
2789	33539.93144
2790	33537.43499
2791	33534.86345
2792	33533.69783
2793	33532.67102
2794	33530.51479
2795	33527.78974
2796	33525.6895
2797	33524.47872
2798	33521.02563
2799	33519.38699
2800	33516.72633
2801	33515.43662
2802	33512.33947
2803	33510.89329
2804	33509.06514
2805	33505.67132
2806	33502.16203
2807	33499.47484
2808	33496.89443
2809	33494.82342
2810	33493.71333
2811	33490.4232
2812	33489.21473
2813	33487.04769
2814	33481.23977
2815	33478.60514
2816	33477.09822
2817	33475.79421
2818	33471.57303
2819	33464.53241
2820	33461.26491
2821	33460.09105
2822	33458.5199
2823	33456.0889
2824	33452.18611
2825	33444.20593
2826	33442.01317
2827	33440.08125
2828	33438.2712
2829	33436.00287
2830	33434.09909
2831	33431.89763
2832	33429.17818
2833	33426.25203
2834	33423.29839
2835	33418.90088
2836	33415.03292
2837	33410.29709
2838	33409.18316
2839	33405.84924
2840	33404.18946
2841	33402.00756
2842	33400.38312
2843	33397.87604
2844	33396.88034
2845	33394.39934
2846	33393.04877
2847	33391.7143
2848	33389.01237
2849	33386.73376
2850	33383.86638
2851	33380.74198
2852	33376.4804
2853	33364.70832
2854	33362.98701
2855	33361.969
2856	33360.12902
2857	33358.69169
2858	33353.45072
2859	33352.76896
2860	33346.29738
2861	33344.67268
2862	33341.72194
2863	33338.25876
2864	33336.93718
2865	33336.02472
2866	33332.11379
2867	33329.79814
2868	33323.55123
2869	33315.16539
2870	33312.78109
2871	33311.07542
2872	33308.19199
2873	33303.31122
2874	33298.76309
2875	33295.62784
2876	33292.61302
2877	33283.67315
2878	33280.16627
2879	33277.69784
2880	33275.55288
2881	33274.11072
2882	33272.47511
2883	33269.82813
2884	33266.3872
2885	33264.55045
2886	33259.68692
2887	33256.87289
2888	33255.76524
2889	33254.50656
2890	33252.83556
2891	33251.00517
2892	33246.61239
2893	33245.57754
2894	33234.44918
2895	33231.48946
2896	33226.67112
2897	33223.21097
2898	33218.14178
2899	33216.30614
2900	33210.40058
2901	33207.96973
2902	33204.56497
2903	33203.59427
2904	33201.29251
2905	33200.30597
2906	33199.32865
2907	33196.15603
2908	33194.70488
2909	33192.30438
2910	33190.87035
2911	33186.49628
2912	33184.87138
2913	33182.79098
2914	33175.4615
2915	33174.23155
2916	33172.60764
2917	33170.38955
2918	33164.44326
2919	33162.09385
2920	33161.14613
2921	33159.50668
2922	33157.96383
2923	33154.58062
2924	33152.69516
2925	33149.7548
2926	33147.95383
2927	33139.93933
2928	33136.24651
2929	33134.16153
2930	33132.23773
2931	33130.35282
2932	33129.26243
2933	33124.42368
2934	33123.40041
2935	33122.18919
2936	33116.25181
2937	33114.77716
2938	33110.17292
2939	33105.78126
2940	33104.641
2941	33099.93487
2942	33097.08862
2943	33095.46318
2944	33093.44562
2945	33091.98782
2946	33088.06005
2947	33083.97213
2948	33079.00368
2949	33077.14323
2950	33067.4565
2951	33066.19795
2952	33062.70009
2953	33059.96074
2954	33057.86138
2955	33053.92084
2956	33052.40158
2957	33048.24597
2958	33044.86485
2959	33043.36001
2960	33041.16743
2961	33038.70217
2962	33036.21208
2963	33035.23816
2964	33029.27333
2965	33026.92619
2966	33025.13629
2967	33023.75969
2968	33021.32591
2969	33017.15053
2970	33013.96935
2971	33012.74678
2972	33009.9777
2973	33007.29058
2974	33003.46333
2975	33002.42322
2976	33000.42026
2977	32998.68921
2978	32995.38151
2979	32989.63746
2980	32988.11666
2981	32985.23878
2982	32984.14683
2983	32983.14155
2984	32981.21869
2985	32978.87517
2986	32976.88838
2987	32974.61328
2988	32971.44471
2989	32970.02663
2990	32968.36
2991	32965.62012
2992	32963.81209
2993	32960.62881
2994	32958.36297
2995	32955.95304
2996	32954.97875
2997	32949.66524
2998	32946.45136
2999	32943.0603
3000	32939.45274
3001	32936.80701
3002	32933.44806
3003	32929.62574
3004	32924.7608
3005	32919.26159
3006	32917.43804
3007	32915.62661
3008	32913.14272
3009	32910.68444
3010	32905.60804
3011	32904.73252
3012	32903.47519
3013	32900.61906
3014	32899.62383
3015	32898.20317
3016	32895.84693
3017	32893.89905
3018	32890.1986
3019	32888.38773
3020	32886.19355
3021	32885.23771
3022	32883.51816
3023	32881.61946
3024	32879.1396
3025	32876.58129
3026	32867.86707
3027	32865.96213
3028	32865.05547
3029	32863.66763
3030	32861.60715
3031	32858.51781
3032	32857.57194
3033	32855.07779
3034	32853.25247
3035	32849.81049
3036	32846.95056
3037	32843.15406
3038	32839.34675
3039	32834.86376
3040	32832.04109
3041	32827.69176
3042	32825.89854
3043	32817.77844
3044	32816.71452
3045	32813.47029
3046	32808.63782
3047	32802.26635
3048	32801.28878
3049	32799.69669
3050	32795.20444
3051	32787.30846
3052	32776.86051
3053	32771.88095
3054	32770.27234
3055	32763.80254
3056	32761.92607
3057	32758.91534
3058	32755.28139
3059	32753.98484
3060	32752.34423
3061	32750.75297
3062	32748.48574
3063	32745.28601
3064	32740.82117
3065	32735.85963
3066	32734.70458
3067	32729.23666
3068	32727.76769
3069	32726.0018
3070	32724.02387
3071	32720.8871
3072	32719.70702
3073	32716.64871
3074	32715.90312
3075	32714.11887
3076	32711.22307
3077	32706.46463
3078	32704.46731
3079	32702.5043
3080	32701.43984
3081	32699.72908
3082	32695.91165
3083	32691.9024
3084	32688.92852
3085	32683.58165
3086	32679.08035
3087	32672.28345
3088	32669.48645
3089	32667.67359
3090	32663.87474
3091	32659.15105
3092	32656.17042
3093	32651.90247
3094	32648.43994
3095	32647.24277
3096	32644.26862
3097	32640.75813
3098	32637.33851
3099	32635.79331
3100	32626.74995
3101	32624.59382
3102	32623.28515
3103	32621.00007
3104	32616.90386
3105	32609.1356
3106	32605.73055
3107	32604.46879
3108	32602.56999
3109	32599.30385
3110	32596.62746
3111	32594.05119
3112	32592.29733
3113	32590.89381
3114	32588.56927
3115	32583.01525
3116	32581.73688
3117	32579.57537
3118	32577.74582
3119	32575.69684
3120	32574.69079
3121	32572.22388
3122	32570.82507
3123	32569.3175
3124	32567.55113
3125	32566.07268
3126	32564.63159
3127	32561.82649
3128	32559.61958
3129	32556.97418
3130	32555.04244
3131	32553.33113
3132	32551.43132
3133	32549.16325
3134	32545.3255
3135	32542.20542
3136	32540.5328
3137	32539.45554
3138	32538.61248
3139	32536.3865
3140	32534.99151
3141	32533.92311
3142	32532.40128
3143	32530.70174
3144	32528.60013
3145	32524.56826
3146	32523.39378
3147	32522.02744
3148	32518.85073
3149	32517.60031
3150	32516.02852
3151	32515.00937
3152	32513.39236
3153	32512.03338
3154	32508.17059
3155	32506.02565
3156	32501.73396
3157	32500.36901
3158	32498.89537
3159	32498.00112
3160	32495.97157
3161	32491.50375
3162	32489.89608
3163	32488.65124
3164	32484.70392
3165	32481.69567
3166	32479.53372
3167	32476.4032
3168	32475.73832
3169	32473.18629
3170	32467.32507
3171	32466.25362
3172	32464.68676
3173	32461.80591
3174	32460.36547
3175	32458.18161
3176	32457.02873
3177	32455.89117
3178	32454.17814
3179	32452.65435
3180	32449.28253
3181	32446.46935
3182	32442.31163
3183	32440.41776
3184	32438.61179
3185	32432.65347
3186	32427.14168
3187	32421.54388
3188	32420.4053
3189	32416.45478
3190	32410.62888
3191	32409.0589
3192	32406.89523
3193	32404.63999
3194	32403.51726
3195	32402.47034
3196	32397.51818
3197	32396.41075
3198	32395.02908
3199	32393.23221
3200	32390.81676
3201	32388.32355
3202	32386.99858
3203	32385.65262
3204	32383.92363
3205	32382.77849
3206	32380.90107
3207	32379.98612
3208	32378.18765
3209	32376.32972
3210	32374.41546
3211	32372.45826
3212	32369.28943
3213	32368.5081
3214	32364.88609
3215	32364.18689
3216	32359.41896
3217	32352.33248
3218	32351.18267
3219	32349.47685
3220	32347.58804
3221	32344.69769
