iter	RMSE
479	45649.92843
480	45640.40102
481	45628.97544
482	45621.8389
483	45614.81121
484	45606.77728
485	45598.68344
486	45590.36455
487	45581.69797
488	45572.56094
489	45561.00035
490	45547.74288
491	45539.11283
492	45526.16937
493	45520.44991
494	45509.27489
495	45495.36418
496	45482.42116
497	45468.51118
498	45463.09486
499	45453.99584
500	45441.7145
501	45429.39928
502	45420.19311
503	45411.1723
504	45405.86236
505	45399.36918
506	45378.82547
507	45367.32293
508	45359.99551
509	45353.40419
510	45346.47416
511	45337.63526
512	45326.7638
513	45312.29163
514	45295.51261
515	45286.38739
516	45272.62249
517	45268.12005
518	45259.93475
519	45252.506
520	45241.11214
521	45232.44641
522	45221.34912
523	45213.55283
524	45190.90922
525	45182.7175
526	45175.27426
527	45170.60934
528	45161.53516
529	45153.84302
530	45149.50746
531	45136.91639
532	45129.54985
533	45123.56233
534	45116.38008
535	45108.43572
536	45103.27898
537	45096.19875
538	45087.16494
539	45082.49998
540	45077.75576
541	45066.33789
542	45057.64058
543	45046.9703
544	45029.47573
545	45024.96485
546	45005.4865
547	44997.05568
548	44977.57142
549	44961.97028
550	44952.48754
551	44944.82902
552	44935.90346
553	44922.26093
554	44913.37007
555	44900.72317
556	44880.75679
557	44872.65028
558	44863.45024
559	44851.23649
560	44845.11673
561	44833.06371
562	44823.93699
563	44813.56657
564	44805.28618
565	44800.03223
566	44791.83618
567	44785.9132
568	44778.91155
569	44761.71195
570	44751.9694
571	44738.08337
572	44728.04547
573	44719.75608
574	44712.31591
575	44706.23026
576	44697.45168
577	44682.22714
578	44668.06696
579	44655.79179
580	44641.39051
581	44621.43087
582	44612.41528
583	44604.68596
584	44597.26665
585	44544.21409
586	44532.44583
587	44525.96657
588	44517.81632
589	44512.67892
590	44498.7288
591	44466.92779
592	44453.5467
593	44440.91957
594	44415.94696
595	44405.30761
596	44392.91853
597	44384.38046
598	44377.75556
599	44371.16449
600	44364.07795
601	44359.37129
602	44347.55254
603	44332.76449
604	44328.19554
605	44321.35399
606	44311.32342
607	44303.93882
608	44297.80353
609	44288.19952
610	44281.8875
611	44272.73125
612	44257.54055
613	44251.09435
614	44245.54285
615	44229.81379
616	44224.22769
617	44214.28135
618	44208.27116
619	44198.31214
620	44190.23887
621	44176.67895
622	44169.78132
623	44165.78261
624	44159.85664
625	44148.65568
626	44138.71492
627	44124.75444
628	44113.65227
629	44106.52423
630	44097.38831
631	44091.18824
632	44085.55004
633	44079.84471
634	44071.91729
635	44055.90012
636	44045.72476
637	44033.79732
638	44023.38776
639	44015.80121
640	44005.91243
641	43998.37845
642	43987.33764
643	43971.92745
644	43965.0888
645	43959.28359
646	43952.67621
647	43942.467
648	43935.71
649	43931.25338
650	43922.81766
651	43917.01585
652	43907.18795
653	43901.77264
654	43897.16727
655	43883.51048
656	43876.57956
657	43866.21319
658	43860.03122
659	43849.55852
660	43844.4922
661	43835.89353
662	43823.43704
663	43816.66846
664	43810.58063
665	43803.51154
666	43795.07425
667	43785.85841
668	43780.9584
669	43776.24708
670	43768.46331
671	43764.05682
672	43759.63617
673	43749.2938
674	43741.866
675	43729.36932
676	43715.25737
677	43710.36289
678	43703.03159
679	43696.01119
680	43691.55431
681	43680.04524
682	43676.20738
683	43667.24648
684	43654.19217
685	43644.25763
686	43640.4451
687	43632.96615
688	43627.41707
689	43622.7893
690	43617.37263
691	43612.24393
692	43598.35813
693	43584.93091
694	43578.87898
695	43560.45473
696	43554.95063
697	43537.6558
698	43532.04294
699	43522.67337
700	43520.13368
701	43508.90677
702	43492.50399
703	43483.39155
704	43480.68821
705	43475.45197
706	43468.4532
707	43463.29692
708	43452.05768
709	43440.38164
710	43434.54883
711	43428.86785
712	43421.76019
713	43416.39026
714	43410.23751
715	43403.10949
716	43396.00665
717	43391.64546
718	43381.77928
719	43376.55183
720	43366.91175
721	43355.42728
722	43349.29888
723	43343.34861
724	43337.93775
725	43330.68604
726	43324.83696
727	43317.8761
728	43312.77597
729	43304.57619
730	43295.88
731	43290.08773
732	43280.26476
733	43270.01568
734	43262.99416
735	43254.85394
736	43246.35914
737	43236.01404
738	43220.31439
739	43211.43845
740	43203.61071
741	43176.92042
742	43172.63722
743	43162.29802
744	43154.43961
745	43147.30783
746	43135.76962
747	43131.7113
748	43125.62488
749	43115.06225
750	43106.86289
751	43100.47382
752	43097.75527
753	43084.5418
754	43079.53639
755	43075.72413
756	43066.40459
757	43056.13378
758	43052.9477
759	43042.85444
760	43037.8909
761	43027.42921
762	43019.51991
763	43012.25824
764	43003.16428
765	42981.81219
766	42976.95188
767	42968.42964
768	42959.59479
769	42950.32292
770	42944.00486
771	42934.7308
772	42930.18136
773	42924.43978
774	42918.03723
775	42912.30743
776	42905.75012
777	42898.22665
778	42895.77573
779	42891.11253
780	42884.89064
781	42878.54242
782	42872.84116
783	42867.16891
784	42849.20602
785	42844.41648
786	42832.63045
787	42827.71399
788	42818.86317
789	42812.00736
790	42808.12475
791	42802.93311
792	42795.87166
793	42790.5851
794	42785.40441
795	42766.08739
796	42761.63
797	42758.42002
798	42752.11105
799	42743.08597
800	42737.2785
801	42730.66694
802	42724.08224
803	42716.2241
804	42712.72378
805	42708.40665
806	42694.62202
807	42685.38433
808	42678.27391
809	42675.51631
810	42662.13665
811	42654.69442
812	42641.17981
813	42634.66755
814	42616.00746
815	42607.36573
816	42602.7144
817	42582.05114
818	42569.914
819	42560.81876
820	42552.71084
821	42546.39439
822	42540.36507
823	42537.40097
824	42530.34498
825	42522.79067
826	42517.55027
827	42513.92903
828	42508.07267
829	42489.96977
830	42485.33717
831	42482.28013
832	42472.03496
833	42455.40048
834	42441.31691
835	42431.19921
836	42425.47834
837	42411.14851
838	42408.74713
839	42402.20186
840	42393.87929
841	42388.33303
842	42383.58644
843	42377.38813
844	42371.19139
845	42367.70487
846	42356.90117
847	42352.66018
848	42346.96316
849	42332.40286
850	42325.87677
851	42319.25316
852	42311.78396
853	42306.13723
854	42298.84692
855	42294.1921
856	42282.81178
857	42275.9595
858	42268.25231
859	42263.23563
860	42256.59983
861	42248.36277
862	42242.00592
863	42236.68791
864	42231.51743
865	42227.27109
866	42219.94853
867	42210.41947
868	42190.70259
869	42184.07124
870	42178.12705
871	42175.31603
872	42165.27196
873	42159.15563
874	42150.12873
875	42146.06733
876	42128.82218
877	42121.96424
878	42110.0118
879	42106.86079
880	42102.81193
881	42094.25419
882	42088.52004
883	42082.0358
884	42074.37123
885	42068.32728
886	42060.85923
887	42057.06363
888	42051.14657
889	42045.56816
890	42042.58086
891	42035.22141
892	42030.63831
893	42024.24921
894	42011.75968
895	42000.75504
896	41996.74566
897	41987.51336
898	41979.81919
899	41971.18918
900	41961.3739
901	41956.39337
902	41951.05912
903	41944.48257
904	41941.53785
905	41935.93462
906	41927.53302
907	41922.25553
908	41915.29623
909	41908.78075
910	41899.26361
911	41892.61144
912	41884.11307
913	41878.61491
914	41870.64486
915	41866.8137
916	41859.01324
917	41851.25528
918	41841.6869
919	41834.98949
920	41829.38137
921	41823.27408
922	41818.40122
923	41808.97571
924	41805.07283
925	41801.03361
926	41796.82626
927	41794.0619
928	41790.80193
929	41785.81483
930	41777.82343
931	41773.40449
932	41768.19956
933	41761.02163
934	41755.95144
935	41751.14749
936	41748.30885
937	41742.26985
938	41735.64381
939	41725.74201
940	41721.38719
941	41716.76737
942	41710.33196
943	41697.12003
944	41693.98284
945	41688.75717
946	41682.71234
947	41678.75164
948	41675.4685
949	41664.25696
950	41653.03785
951	41648.32728
952	41639.52634
953	41631.30256
954	41628.63997
955	41623.78825
956	41616.96277
957	41610.46091
958	41605.91157
959	41598.04902
960	41593.4582
961	41584.80043
962	41580.42044
963	41570.71474
964	41562.46126
965	41558.99358
966	41556.38856
967	41552.646
968	41548.3982
969	41541.72769
970	41535.74703
971	41532.38478
972	41526.32914
973	41519.49679
974	41509.38673
975	41503.28347
976	41496.88306
977	41491.27148
978	41485.44397
979	41481.64778
980	41473.81888
981	41468.37311
982	41464.67388
983	41458.19906
984	41451.75775
985	41439.12922
986	41435.20241
987	41427.47381
988	41420.29759
989	41409.9954
990	41402.99515
991	41399.07785
992	41395.96206
993	41391.10562
994	41384.0537
995	41381.02526
996	41368.80062
997	41359.36912
998	41354.92427
999	41345.91404
1000	41338.3878
1001	41334.39942
1002	41322.59475
1003	41313.7316
1004	41311.65554
1005	41301.89367
1006	41299.63079
1007	41296.14548
1008	41291.39069
1009	41284.75776
1010	41281.35966
1011	41277.32974
1012	41270.34111
1013	41265.47089
1014	41257.92407
1015	41249.31094
1016	41242.82866
1017	41237.4841
1018	41232.67917
1019	41225.98088
1020	41218.24278
1021	41214.31607
1022	41207.14841
1023	41199.18558
1024	41193.97733
1025	41191.46135
1026	41184.53002
1027	41176.48342
1028	41170.59102
1029	41166.23044
1030	41156.9475
1031	41152.33831
1032	41146.46964
1033	41137.89464
1034	41133.88638
1035	41131.38904
1036	41128.46882
1037	41122.58692
1038	41113.13715
1039	41107.19942
1040	41100.6587
1041	41096.01366
1042	41090.75322
1043	41085.04728
1044	41081.37709
1045	41078.7562
1046	41076.11774
1047	41068.19096
1048	41063.30569
1049	41059.09132
1050	41056.14873
1051	41049.22624
1052	41044.267
1053	41036.13364
1054	41031.03838
1055	41027.99405
1056	41024.27501
1057	41021.01016
1058	41016.4613
1059	41011.89287
1060	41006.85078
1061	40997.78119
1062	40993.33088
1063	40988.69932
1064	40981.27058
1065	40971.41399
1066	40952.56322
1067	40948.25817
1068	40941.97852
1069	40936.85397
1070	40933.82256
1071	40929.68836
1072	40925.78226
1073	40918.52268
1074	40914.5725
1075	40909.44472
1076	40905.1895
1077	40896.50577
1078	40881.66464
1079	40875.97513
1080	40868.0198
1081	40863.18714
1082	40858.92257
1083	40851.20608
1084	40843.61119
1085	40840.37451
1086	40833.94534
1087	40829.31748
1088	40822.76421
1089	40816.6378
1090	40811.08167
1091	40800.89788
1092	40796.74063
1093	40791.65925
1094	40787.75672
1095	40782.33142
1096	40776.05013
1097	40769.87339
1098	40764.34354
1099	40759.58848
1100	40754.13061
1101	40737.36066
1102	40731.21527
1103	40725.06349
1104	40712.44114
1105	40707.22228
1106	40704.28687
1107	40700.95701
1108	40696.34174
1109	40691.55998
1110	40681.96939
1111	40674.54865
1112	40666.31231
1113	40661.85271
1114	40653.65041
1115	40644.572
1116	40641.93806
1117	40627.47885
1118	40625.23098
1119	40621.35402
1120	40618.92077
1121	40615.98752
1122	40607.02082
1123	40603.13105
1124	40596.4888
1125	40586.10991
1126	40577.33275
1127	40571.07369
1128	40562.29299
1129	40556.26886
1130	40552.2406
1131	40547.38462
1132	40540.45979
1133	40538.04626
1134	40533.76452
1135	40527.47207
1136	40523.76336
1137	40519.54428
1138	40511.82559
1139	40503.38863
1140	40500.38513
1141	40496.62366
1142	40491.45558
1143	40488.86716
1144	40484.00969
1145	40479.87282
1146	40473.55709
1147	40466.68159
1148	40459.61753
1149	40456.90628
1150	40454.47791
1151	40451.87568
1152	40449.10886
1153	40426.86832
1154	40424.68179
1155	40415.57524
1156	40410.95306
1157	40405.61287
1158	40402.93653
1159	40394.94908
1160	40392.1405
1161	40387.13409
1162	40381.00994
1163	40376.02054
1164	40372.53882
1165	40365.36439
1166	40361.22524
1167	40353.7663
1168	40351.33809
1169	40346.98411
1170	40341.94427
1171	40339.75911
1172	40336.21065
1173	40332.86978
1174	40328.37091
1175	40322.63195
1176	40319.68989
1177	40314.79174
1178	40304.43946
1179	40302.43034
1180	40296.65816
1181	40292.66366
1182	40287.60845
1183	40280.33211
1184	40275.98313
1185	40270.40002
1186	40267.15769
1187	40260.97987
1188	40255.72144
1189	40249.28878
1190	40242.23694
1191	40239.02189
1192	40230.76234
1193	40226.01871
1194	40220.92191
1195	40212.84645
1196	40207.6185
1197	40202.95736
1198	40200.63741
1199	40194.47005
1200	40190.60531
1201	40181.68438
1202	40175.26228
1203	40170.22701
1204	40166.08281
1205	40157.4533
1206	40154.13525
1207	40149.27513
1208	40146.44833
1209	40126.2612
1210	40120.37828
1211	40114.32019
1212	40111.95612
1213	40105.3785
1214	40100.53417
1215	40096.2986
1216	40090.42852
1217	40081.23501
1218	40075.025
1219	40067.32568
1220	40061.02004
1221	40056.88471
1222	40047.79478
1223	40031.96808
1224	40022.93446
1225	40018.26322
1226	40013.61946
1227	40006.43386
1228	40004.55011
1229	40001.47562
1230	39998.50523
1231	39992.2598
1232	39989.1607
1233	39986.65766
1234	39980.94412
1235	39978.35201
1236	39970.4091
1237	39962.46172
1238	39955.20664
1239	39948.94967
1240	39945.9888
1241	39941.91756
1242	39934.59131
1243	39928.00295
1244	39921.00092
1245	39917.78688
1246	39912.25719
1247	39908.8716
1248	39903.14163
1249	39890.91051
1250	39882.5486
1251	39880.49032
1252	39876.21676
1253	39871.25492
1254	39866.72833
1255	39861.24137
1256	39859.09786
1257	39854.77609
1258	39848.41433
1259	39837.51859
1260	39834.84928
1261	39829.57208
1262	39827.43196
1263	39822.62483
1264	39817.20488
1265	39810.73596
1266	39805.08223
1267	39800.76163
1268	39795.65611
1269	39792.5674
1270	39788.90466
1271	39785.39899
1272	39778.93415
1273	39770.02079
1274	39765.29915
1275	39762.19914
1276	39756.62297
1277	39753.60968
1278	39747.0828
1279	39743.57856
1280	39736.91138
1281	39733.47936
1282	39728.37689
1283	39724.9179
1284	39720.65649
1285	39713.72592
1286	39710.28125
1287	39707.18856
1288	39702.38514
1289	39693.02841
1290	39684.71258
1291	39679.61838
1292	39674.00427
1293	39668.89757
1294	39662.92278
1295	39656.82993
1296	39654.58088
1297	39651.76774
1298	39646.30473
1299	39643.35711
1300	39640.09831
1301	39637.14846
1302	39631.61805
1303	39624.97505
1304	39613.89065
1305	39608.57089
1306	39605.28252
1307	39597.49992
1308	39594.75999
1309	39588.3848
1310	39585.04203
1311	39583.17667
1312	39576.9466
1313	39574.48389
1314	39571.18999
1315	39565.47488
1316	39559.53801
1317	39555.12835
1318	39550.70672
1319	39543.63422
1320	39533.97907
1321	39530.19675
1322	39526.04546
1323	39519.06456
1324	39509.55195
1325	39504.97547
1326	39501.34984
1327	39492.30901
1328	39489.49419
1329	39483.20126
1330	39479.85352
1331	39476.5724
1332	39473.57894
1333	39466.30707
1334	39459.9989
1335	39454.79955
1336	39447.23195
1337	39443.25444
1338	39437.20774
1339	39432.43825
1340	39427.18883
1341	39421.95699
1342	39416.69839
1343	39410.88722
1344	39402.15749
1345	39397.70739
1346	39388.59623
1347	39383.64782
1348	39379.90731
1349	39376.15424
1350	39370.54663
1351	39360.55003
1352	39356.18875
1353	39342.36455
1354	39337.479
1355	39332.3807
1356	39327.34663
1357	39324.25096
1358	39318.94961
1359	39316.14645
1360	39309.2516
1361	39305.40902
1362	39298.0232
1363	39294.31384
1364	39290.53171
1365	39285.45655
1366	39277.50651
1367	39273.29631
1368	39267.56477
1369	39262.15334
1370	39258.17016
1371	39253.67531
1372	39249.67978
1373	39243.14949
1374	39234.45125
1375	39229.80529
1376	39224.96027
1377	39222.25959
1378	39218.59216
1379	39213.34182
1380	39207.71146
1381	39202.25351
1382	39197.05562
1383	39192.23678
1384	39184.50241
1385	39177.08946
1386	39171.8361
1387	39165.3104
1388	39160.90826
1389	39155.51483
1390	39138.69209
1391	39134.70203
1392	39129.3165
1393	39126.60432
1394	39124.10206
1395	39121.2338
1396	39117.57686
1397	39113.1642
1398	39110.3893
1399	39106.86504
1400	39092.98254
1401	39089.20114
1402	39086.15589
1403	39075.28939
1404	39071.37983
1405	39065.43324
1406	39059.16452
1407	39055.1893
1408	39043.79563
1409	39034.79479
1410	39030.43165
1411	39027.59628
1412	39022.71678
1413	39017.98526
1414	39015.13265
1415	39012.49895
1416	39007.55842
1417	39003.12254
1418	39001.0125
1419	38994.82378
1420	38990.21814
1421	38987.05269
1422	38984.99637
1423	38980.08196
1424	38975.896
1425	38973.78542
1426	38971.70894
1427	38968.68761
1428	38964.52364
1429	38962.59394
1430	38954.90553
1431	38952.00432
1432	38933.25056
1433	38931.11603
1434	38929.33371
1435	38925.46537
1436	38922.02162
1437	38916.66236
1438	38913.24016
1439	38909.51468
1440	38905.25674
1441	38898.20286
1442	38893.0958
1443	38890.11955
1444	38885.70128
1445	38879.26795
1446	38875.1
1447	38872.71783
1448	38867.57333
1449	38856.83565
1450	38852.35975
1451	38850.10461
1452	38847.83841
1453	38844.28368
1454	38831.03729
1455	38821.63268
1456	38806.47649
1457	38803.29279
1458	38799.46319
1459	38796.71577
1460	38793.96976
1461	38791.39344
1462	38784.89676
1463	38781.92132
1464	38773.22065
1465	38769.44079
1466	38766.22084
1467	38763.70129
1468	38760.22299
1469	38756.80836
1470	38747.55521
1471	38742.18528
1472	38734.99574
1473	38729.10932
1474	38723.80556
1475	38718.89324
1476	38713.11061
1477	38708.53109
1478	38705.44648
1479	38702.06326
1480	38697.6875
1481	38691.48425
1482	38683.34407
1483	38679.08141
1484	38676.18116
1485	38669.80924
1486	38666.19482
1487	38659.72204
1488	38651.82976
1489	38648.20843
1490	38642.87802
1491	38636.36797
1492	38631.13332
1493	38627.66192
1494	38621.74273
1495	38617.2282
1496	38609.99177
1497	38599.24854
1498	38589.74612
1499	38585.24557
1500	38582.8431
1501	38580.73062
1502	38574.96025
1503	38564.87277
1504	38556.8577
1505	38554.2015
1506	38548.89151
1507	38543.59322
1508	38541.38547
1509	38534.30074
1510	38531.85149
1511	38528.30601
1512	38522.30106
1513	38515.69061
1514	38512.8364
1515	38510.7764
1516	38503.91083
1517	38502.20741
1518	38498.7115
1519	38496.80531
1520	38494.05007
1521	38488.98901
1522	38485.33193
1523	38481.48118
1524	38479.08018
1525	38474.70972
1526	38470.94829
1527	38467.2101
1528	38465.04657
1529	38462.37849
1530	38456.4806
1531	38452.00278
1532	38444.92733
1533	38436.92223
1534	38431.12592
1535	38429.45052
1536	38421.80258
1537	38418.26914
1538	38411.47316
1539	38408.47896
1540	38406.07823
1541	38403.01221
1542	38400.91755
1543	38393.94167
1544	38385.25883
1545	38380.07603
1546	38377.80801
1547	38375.79553
1548	38371.53379
1549	38365.70202
1550	38361.76407
1551	38358.66534
1552	38355.26966
1553	38351.52372
1554	38344.71187
1555	38338.09925
1556	38335.11901
1557	38329.40914
1558	38325.78251
1559	38322.67244
1560	38318.53321
1561	38312.24259
1562	38308.80904
1563	38305.92253
1564	38297.18065
1565	38293.11863
1566	38282.84181
1567	38280.10097
1568	38272.37354
1569	38268.9921
1570	38266.32792
1571	38263.76418
1572	38259.5609
1573	38258.10667
1574	38253.56953
1575	38247.91929
1576	38245.36298
1577	38242.69346
1578	38240.50193
1579	38237.11616
1580	38231.61879
1581	38229.67366
1582	38225.82147
1583	38224.08112
1584	38210.98598
1585	38208.56678
1586	38206.82579
1587	38200.58912
1588	38197.75609
1589	38193.68287
1590	38190.37677
1591	38185.33925
1592	38183.45601
1593	38179.08748
1594	38177.11131
1595	38172.71514
1596	38170.95975
1597	38165.44591
1598	38160.27739
1599	38156.85358
1600	38153.90401
1601	38147.16647
1602	38143.68928
1603	38141.33204
1604	38138.79797
1605	38135.51956
1606	38127.55317
1607	38122.00624
1608	38116.89945
1609	38112.90321
1610	38096.45896
1611	38093.1844
1612	38087.40073
1613	38081.33174
1614	38079.57147
1615	38066.03663
1616	38062.19357
1617	38060.0056
1618	38056.93654
1619	38052.72101
1620	38048.45565
1621	38034.99322
1622	38025.84452
1623	38022.55086
1624	38018.04348
1625	38014.19237
1626	38002.17401
1627	37992.34862
1628	37985.02647
1629	37980.84941
1630	37976.54195
1631	37974.32069
1632	37970.54144
1633	37965.63417
1634	37960.94156
1635	37957.35412
1636	37955.21759
1637	37949.76169
1638	37946.77594
1639	37943.19769
1640	37940.16311
1641	37936.41901
1642	37931.13643
1643	37927.77127
1644	37924.04942
1645	37919.08683
1646	37916.05827
1647	37911.28609
1648	37907.21256
1649	37904.85169
1650	37898.21583
1651	37890.12935
1652	37887.97626
1653	37884.4659
1654	37879.84286
1655	37873.29985
1656	37870.56154
1657	37866.11317
1658	37849.58021
1659	37845.01105
1660	37840.60197
1661	37838.90567
1662	37837.03557
1663	37834.03591
1664	37830.60621
1665	37827.16298
